date,store_id,category_id,sales_qty,sales_revenue
2018-12-05,1,1,72,318.12
2018-12-06,1,1,63,319.17
2018-12-07,1,1,52,483.02
2018-12-08,1,1,78,455.19
2018-12-09,1,1,81,702.65
2018-12-10,1,1,64,323.5
2018-12-11,1,1,69,272.86
2018-12-12,1,1,61,318.05
2018-12-13,1,1,61,193.41
2018-12-14,1,1,50,230.29
2018-12-15,1,1,69,499.78
2018-12-16,1,1,81,604.64
2018-12-17,1,1,57,269.26
2018-12-18,1,1,64,235.38
2018-12-19,1,1,43,186.64
2018-12-20,1,1,51,290.16
2018-12-21,1,1,63,208.52
2018-12-22,1,1,61,562.48
2018-12-23,1,1,63,407.61
2018-12-24,1,1,49,398.89
2018-12-25,1,1,56,379.5
2018-12-26,1,1,47,141.7
2018-12-27,1,1,38,262.51
2018-12-28,1,1,60,522.21
2018-12-29,1,1,62,327.88
2018-12-30,1,1,74,423.19
2018-12-31,1,1,50,359.89
2019-01-01,1,1,52,275.42
2019-01-02,1,1,44,183.71
2019-01-03,1,1,60,261.36
2019-01-04,1,1,46,247.68
2019-01-05,1,1,62,551.46
2019-01-06,1,1,61,417.66
2019-01-07,1,1,55,517.79
2019-01-08,1,1,51,249.92
2019-01-09,1,1,56,483.02
2019-01-10,1,1,64,263.77
2019-01-11,1,1,58,212.16
2019-01-12,1,1,66,566.06
2019-01-13,1,1,65,339.75
2019-01-14,1,1,54,205.17
2019-01-15,1,1,50,187.26
2019-01-16,1,1,52,263.4
2019-01-17,1,1,49,273.99
2019-01-18,1,1,50,448.31
2019-01-19,1,1,70,286.86
2019-01-20,1,1,54,306.75
2019-01-21,1,1,39,340.07
2019-01-22,1,1,52,203.99
2019-01-23,1,1,53,138.91
2019-01-24,1,1,40,172.71
2019-01-25,1,1,44,113.38
2019-01-26,1,1,59,515.94
2019-01-27,1,1,52,449.69
2019-01-28,1,1,41,385.61
2019-01-29,1,1,40,350.55
2019-01-30,1,1,44,284.57
2019-01-31,1,1,43,108.29
2019-02-01,1,1,43,353.31
2019-02-02,1,1,43,111.96
2019-02-03,1,1,53,371.26
2019-02-04,1,1,51,318.59
2019-02-05,1,1,48,430.02
2019-02-06,1,1,46,263.67
2019-02-07,1,1,48,292.18
2019-02-08,1,1,50,149.89
2019-02-09,1,1,54,426.39
2019-02-10,1,1,56,203.65
2019-02-11,1,1,40,187.06
2019-02-12,1,1,38,96.25
2019-02-13,1,1,49,154.31
2019-02-14,1,1,45,413.68
2019-02-15,1,1,49,323.54
2019-02-16,1,1,42,337.78
2019-02-17,1,1,50,461.48
2019-02-18,1,1,48,258.36
2019-02-19,1,1,39,218.32
2019-02-20,1,1,46,305.85
2019-02-21,1,1,45,342.63
2019-02-22,1,1,38,169.34
2019-02-23,1,1,53,386.25
2019-02-24,1,1,59,372.58
2019-02-25,1,1,40,161.55
2019-02-26,1,1,45,151.56
2019-02-27,1,1,44,367.43
2019-02-28,1,1,44,298.3
2019-03-01,1,1,42,304.56
2019-03-02,1,1,50,283.62
2019-03-03,1,1,56,398.25
2019-03-04,1,1,44,375.18
2019-03-05,1,1,40,101.58
2019-03-06,1,1,40,375.28
2019-03-07,1,1,36,126.93
2019-03-08,1,1,44,358.74
2019-03-09,1,1,40,372.02
2019-03-10,1,1,57,424.71
2019-03-11,1,1,44,299.53
2019-03-12,1,1,47,119.55
2019-03-13,1,1,45,364.85
2019-03-14,1,1,45,232.85
2019-03-15,1,1,34,178.33
2019-03-16,1,1,47,357.63
2019-03-17,1,1,49,459.91
2019-03-18,1,1,36,115.48
2019-03-19,1,1,40,242.1
2019-03-20,1,1,43,126.4
2019-03-21,1,1,43,377.01
2019-03-22,1,1,40,307.29
2019-03-23,1,1,58,233.62
2019-03-24,1,1,50,196.21
2019-03-25,1,1,47,167.88
2019-03-26,1,1,46,402.67
2019-03-27,1,1,49,309.03
2019-03-28,1,1,44,349.05
2019-03-29,1,1,42,367.87
2019-03-30,1,1,51,167.78
2019-03-31,1,1,52,290.54
2019-04-01,1,1,33,308.69
2019-04-02,1,1,47,174.74
2019-04-03,1,1,45,300.36
2019-04-04,1,1,51,162.48
2019-04-05,1,1,41,217.67
2019-04-06,1,1,60,348.29
2019-04-07,1,1,52,469.71
2019-04-08,1,1,40,214.73
2019-04-09,1,1,46,365.82
2019-04-10,1,1,45,125.23
2019-04-11,1,1,40,356.39
2019-04-12,1,1,47,288.54
2019-04-13,1,1,55,471.03
2019-04-14,1,1,54,354.56
2019-04-15,1,1,42,291.42
2019-04-16,1,1,53,380.82
2019-04-17,1,1,45,255.87
2019-04-18,1,1,53,291.9
2019-04-19,1,1,37,99.32
2019-04-20,1,1,62,363.19
2019-04-21,1,1,58,187.55
2019-04-22,1,1,46,283.39
2019-04-23,1,1,46,388.3
2019-04-24,1,1,56,167.68
2019-04-25,1,1,55,395.09
2019-04-26,1,1,58,153.53
2019-04-27,1,1,54,275.65
2019-04-28,1,1,64,593.59
2019-04-29,1,1,48,449.68
2019-04-30,1,1,45,299.77
2019-05-01,1,1,54,184.69
2019-05-02,1,1,48,282.66
2019-05-03,1,1,42,236.46
2019-05-04,1,1,67,333.89
2019-05-05,1,1,69,427.33
2019-05-06,1,1,55,434.86
2019-05-07,1,1,60,231.64
2019-05-08,1,1,53,464.42
2019-05-09,1,1,47,310.87
2019-05-10,1,1,53,493.99
2019-05-11,1,1,61,265.57
2019-05-12,1,1,68,174.43
2019-05-13,1,1,59,177.54
2019-05-14,1,1,59,391.24
2019-05-15,1,1,60,504.65
2019-05-16,1,1,61,400.99
2019-05-17,1,1,57,303.98
2019-05-18,1,1,69,264.09
2019-05-19,1,1,68,406.94
2019-05-20,1,1,49,207.25
2019-05-21,1,1,58,267.65
2019-05-22,1,1,69,585.66
2019-05-23,1,1,56,485.92
2019-05-24,1,1,57,388.25
2019-05-25,1,1,82,490.34
2019-05-26,1,1,73,454.07
2019-05-27,1,1,60,160.83
2019-05-28,1,1,69,188.91
2019-05-29,1,1,61,344.43
2019-05-30,1,1,55,461.07
2019-05-31,1,1,59,246.13
2019-06-01,1,1,78,342.17
2019-06-02,1,1,78,383.94
2019-06-03,1,1,62,493.62
2019-06-04,1,1,69,249.01
2019-06-05,1,1,63,382.86
2019-06-06,1,1,58,445.96
2019-06-07,1,1,75,192.29
2019-06-08,1,1,87,321.96
2019-06-09,1,1,73,656.07
2019-06-10,1,1,71,459.11
2019-06-11,1,1,65,289.8
2019-06-12,1,1,70,244.07
2019-06-13,1,1,75,346.0
2019-06-14,1,1,73,575.29
2019-06-15,1,1,91,325.6
2019-06-16,1,1,88,513.88
2019-06-17,1,1,76,314.39
2019-06-18,1,1,74,305.61
2019-06-19,1,1,61,579.11
2019-06-20,1,1,83,212.85
2019-06-21,1,1,73,536.38
2019-06-22,1,1,83,429.39
2019-06-23,1,1,95,276.74
2019-06-24,1,1,55,508.12
2019-06-25,1,1,86,442.59
2019-06-26,1,1,76,191.88
2019-06-27,1,1,74,548.24
2019-06-28,1,1,64,535.61
2019-06-29,1,1,94,867.19
2019-06-30,1,1,78,233.0
2019-07-01,1,1,69,606.35
2019-07-02,1,1,76,214.11
2019-07-03,1,1,88,808.19
2019-07-04,1,1,76,715.19
2019-07-05,1,1,74,344.87
2019-07-06,1,1,95,647.8
2019-07-07,1,1,87,355.56
2019-07-08,1,1,64,593.76
2019-07-09,1,1,86,388.18
2019-07-10,1,1,79,300.53
2019-07-11,1,1,74,364.9
2019-07-12,1,1,74,349.71
2019-07-13,1,1,96,581.06
2019-07-14,1,1,92,503.02
2019-07-15,1,1,72,235.46
2019-07-16,1,1,75,555.21
2019-07-17,1,1,75,637.66
2019-07-18,1,1,72,559.29
2019-07-19,1,1,73,437.73
2019-07-20,1,1,88,356.12
2019-07-21,1,1,98,290.14
2019-07-22,1,1,89,579.77
2019-07-23,1,1,61,206.48
2019-07-24,1,1,75,661.07
2019-07-25,1,1,78,297.04
2019-07-26,1,1,75,673.19
2019-07-27,1,1,100,920.55
2019-07-28,1,1,120,835.4
2019-07-29,1,1,98,377.49
2019-07-30,1,1,74,315.08
2019-07-31,1,1,80,234.79
2019-08-01,1,1,78,334.87
2019-08-02,1,1,92,446.22
2019-08-03,1,1,107,426.92
2019-08-04,1,1,99,539.4
2019-08-05,1,1,88,760.95
2019-08-06,1,1,85,244.68
2019-08-07,1,1,77,471.14
2019-08-08,1,1,79,556.98
2019-08-09,1,1,92,453.04
2019-08-10,1,1,121,986.47
2019-08-11,1,1,108,659.05
2019-08-12,1,1,75,672.16
2019-08-13,1,1,97,769.39
2019-08-14,1,1,87,266.03
2019-08-15,1,1,90,770.82
2019-08-16,1,1,82,586.55
2019-08-17,1,1,95,716.86
2019-08-18,1,1,84,454.79
2019-08-19,1,1,97,334.99
2019-08-20,1,1,84,467.49
2019-08-21,1,1,94,483.85
2019-08-22,1,1,84,454.25
2019-08-23,1,1,95,412.11
2019-08-24,1,1,81,605.82
2019-08-25,1,1,90,653.3
2019-08-26,1,1,97,608.11
2019-08-27,1,1,94,621.8
2019-08-28,1,1,91,611.78
2019-08-29,1,1,78,206.16
2019-08-30,1,1,90,385.66
2019-08-31,1,1,125,411.95
2019-09-01,1,1,99,390.58
2019-09-02,1,1,99,571.55
2019-09-03,1,1,95,533.89
2019-09-04,1,1,98,593.75
2019-09-05,1,1,85,569.91
2019-09-06,1,1,92,701.7
2019-09-07,1,1,93,289.24
2019-09-08,1,1,84,569.75
2019-09-09,1,1,81,353.91
2019-09-10,1,1,91,790.73
2019-09-11,1,1,97,341.19
2019-09-12,1,1,73,195.94
2019-09-13,1,1,94,786.77
2019-09-14,1,1,95,395.59
2019-09-15,1,1,123,839.22
2019-09-16,1,1,88,520.52
2019-09-17,1,1,85,355.86
2019-09-18,1,1,90,313.68
2019-09-19,1,1,77,438.01
2019-09-20,1,1,68,408.48
2019-09-21,1,1,107,691.12
2019-09-22,1,1,96,313.39
2019-09-23,1,1,88,711.26
2019-09-24,1,1,84,484.52
2019-09-25,1,1,94,643.09
2019-09-26,1,1,101,395.62
2019-09-27,1,1,73,688.62
2019-09-28,1,1,83,635.66
2019-09-29,1,1,103,903.78
2019-09-30,1,1,82,595.04
2019-10-01,1,1,104,838.05
2019-10-02,1,1,85,339.44
2019-10-03,1,1,93,727.21
2019-10-04,1,1,92,569.45
2019-10-05,1,1,115,469.63
2019-10-06,1,1,112,756.87
2019-10-07,1,1,87,648.64
2019-10-08,1,1,70,501.22
2019-10-09,1,1,78,281.87
2019-10-10,1,1,76,342.83
2019-10-11,1,1,83,338.75
2019-10-12,1,1,96,826.89
2019-10-13,1,1,110,1004.29
2019-10-14,1,1,85,523.28
2019-10-15,1,1,73,426.77
2019-10-16,1,1,80,575.2
2019-10-17,1,1,97,314.56
2019-10-18,1,1,87,330.28
2019-10-19,1,1,94,291.53
2019-10-20,1,1,98,553.4
2019-10-21,1,1,77,676.61
2019-10-22,1,1,86,262.63
2019-10-23,1,1,83,666.1
2019-10-24,1,1,97,698.68
2019-10-25,1,1,76,297.35
2019-10-26,1,1,98,915.79
2019-10-27,1,1,90,402.57
2019-10-28,1,1,69,188.15
2019-10-29,1,1,78,337.08
2019-10-30,1,1,87,652.35
2019-10-31,1,1,64,251.28
2019-11-01,1,1,86,480.46
2019-11-02,1,1,99,914.82
2019-11-03,1,1,104,559.18
2019-11-04,1,1,79,596.67
2019-11-05,1,1,67,627.83
2019-11-06,1,1,76,569.3
2019-11-07,1,1,82,619.4
2019-11-08,1,1,75,260.84
2019-11-09,1,1,88,728.21
2019-11-10,1,1,91,574.55
2019-11-11,1,1,66,287.04
2019-11-12,1,1,80,706.41
2019-11-13,1,1,81,743.89
2019-11-14,1,1,68,252.96
2019-11-15,1,1,76,215.68
2019-11-16,1,1,89,361.88
2019-11-17,1,1,93,668.47
2019-11-18,1,1,71,348.07
2019-11-19,1,1,76,533.43
2019-11-20,1,1,67,219.97
2019-11-21,1,1,79,235.48
2019-11-22,1,1,68,584.58
2019-11-23,1,1,80,349.43
2019-11-24,1,1,89,597.2
2019-11-25,1,1,70,453.39
2019-11-26,1,1,61,233.41
2019-11-27,1,1,62,299.2
2019-11-28,1,1,63,518.73
2019-11-29,1,1,71,442.31
2019-11-30,1,1,82,772.32
2019-12-01,1,1,74,459.43
2019-12-02,1,1,69,241.59
2019-12-03,1,1,65,243.98
2019-12-04,1,1,69,425.33
2019-12-05,1,1,70,367.63
2019-12-06,1,1,60,425.41
2019-12-07,1,1,82,293.18
2019-12-08,1,1,69,337.69
2019-12-09,1,1,76,302.71
2019-12-10,1,1,61,193.79
2019-12-11,1,1,62,585.22
2019-12-12,1,1,69,639.27
2019-12-13,1,1,64,353.4
2019-12-14,1,1,78,642.1
2019-12-15,1,1,76,550.86
2019-12-16,1,1,61,534.63
2019-12-17,1,1,51,129.65
2019-12-18,1,1,63,548.2
2019-12-19,1,1,65,427.51
2019-12-20,1,1,59,324.58
2019-12-21,1,1,57,184.67
2019-12-22,1,1,69,378.2
2019-12-23,1,1,56,250.69
2019-12-24,1,1,53,410.2
2019-12-25,1,1,56,303.45
2019-12-26,1,1,61,251.98
2019-12-27,1,1,56,417.44
2019-12-28,1,1,73,335.17
2019-12-29,1,1,65,423.26
2019-12-30,1,1,60,463.02
2019-12-31,1,1,50,152.34
2020-01-01,1,1,53,244.31
2020-01-02,1,1,48,167.27
2020-01-03,1,1,56,302.95
2020-01-04,1,1,63,236.98
2020-01-05,1,1,68,435.23
2020-01-06,1,1,55,478.0
2020-01-07,1,1,56,437.83
2020-01-08,1,1,55,254.07
2020-01-09,1,1,54,399.15
2020-01-10,1,1,52,167.94
2020-01-11,1,1,65,485.51
2020-01-12,1,1,60,328.05
2020-01-13,1,1,39,245.51
2020-01-14,1,1,60,446.38
2020-01-15,1,1,54,190.41
2020-01-16,1,1,50,413.39
2020-01-17,1,1,45,358.35
2020-01-18,1,1,71,212.62
2020-01-19,1,1,55,176.98
2020-01-20,1,1,54,247.1
2020-01-21,1,1,48,168.15
2020-01-22,1,1,43,191.41
2020-01-23,1,1,53,472.47
2020-01-24,1,1,41,270.32
2020-01-25,1,1,66,238.03
2020-01-26,1,1,56,303.4
2020-01-27,1,1,49,275.14
2020-01-28,1,1,55,335.87
2020-01-29,1,1,57,278.48
2020-01-30,1,1,51,463.61
2020-01-31,1,1,40,211.26
2020-02-01,1,1,61,272.41
2020-02-02,1,1,54,341.38
2020-02-03,1,1,48,273.27
2020-02-04,1,1,45,130.29
2020-02-05,1,1,51,175.85
2020-02-06,1,1,46,213.37
2020-02-07,1,1,52,135.0
2020-02-08,1,1,47,151.02
2020-02-09,1,1,56,434.63
2020-02-10,1,1,55,180.18
2020-02-11,1,1,46,186.11
2020-02-12,1,1,49,417.69
2020-02-13,1,1,37,344.16
2020-02-14,1,1,47,327.92
2020-02-15,1,1,50,148.44
2020-02-16,1,1,49,395.72
2020-02-17,1,1,49,291.74
2020-02-18,1,1,38,150.24
2020-02-19,1,1,40,223.86
2020-02-20,1,1,46,214.72
2020-02-21,1,1,45,135.54
2020-02-22,1,1,39,266.09
2020-02-23,1,1,46,362.95
2020-02-24,1,1,42,307.03
2020-02-25,1,1,47,395.41
2020-02-26,1,1,43,171.29
2020-02-27,1,1,47,385.29
2020-02-28,1,1,43,400.68
2020-02-29,1,1,51,208.25
2020-03-01,1,1,53,345.64
2020-03-02,1,1,39,281.7
2020-03-03,1,1,41,175.78
2020-03-04,1,1,47,357.93
2020-03-05,1,1,47,275.8
2020-03-06,1,1,42,187.45
2020-03-07,1,1,57,226.33
2020-03-08,1,1,44,317.47
2020-03-09,1,1,43,183.42
2020-03-10,1,1,49,308.49
2020-03-11,1,1,44,265.9
2020-03-12,1,1,47,270.24
2020-03-13,1,1,43,122.97
2020-03-14,1,1,53,448.28
2020-03-15,1,1,59,399.79
2020-03-16,1,1,40,146.46
2020-03-17,1,1,40,120.15
2020-03-18,1,1,46,144.8
2020-03-19,1,1,49,459.96
2020-03-20,1,1,37,296.35
2020-03-21,1,1,45,139.74
2020-03-22,1,1,44,216.32
2020-03-23,1,1,52,312.17
2020-03-24,1,1,43,214.02
2020-03-25,1,1,43,180.84
2020-03-26,1,1,48,266.78
2020-03-27,1,1,40,204.75
2020-03-28,1,1,58,161.51
2020-03-29,1,1,47,408.19
2020-03-30,1,1,37,157.41
