date,store_id,category_id,sales_qty,sales_revenue
2018-04-23,1,1,74,214.66
2018-04-24,1,1,67,428.88
2018-04-25,1,1,67,520.9
2018-04-26,1,1,68,437.39
2018-04-27,1,1,70,340.15
2018-04-28,1,1,91,855.08
2018-04-29,1,1,77,387.33
2018-04-30,1,1,80,690.86
2018-05-01,1,1,76,532.6
2018-05-02,1,1,69,331.43
2018-05-03,1,1,71,257.04
2018-05-04,1,1,75,343.96
2018-05-05,1,1,82,756.84
2018-05-06,1,1,90,559.03
2018-05-07,1,1,83,511.77
2018-05-08,1,1,67,210.92
2018-05-09,1,1,74,246.45
2018-05-10,1,1,67,268.24
2018-05-11,1,1,73,693.1
2018-05-12,1,1,90,255.1
2018-05-13,1,1,97,847.99
2018-05-14,1,1,58,479.18
2018-05-15,1,1,64,533.85
2018-05-16,1,1,88,755.34
2018-05-17,1,1,79,251.58
2018-05-18,1,1,82,376.38
2018-05-19,1,1,104,866.33
2018-05-20,1,1,60,249.89
2018-05-21,1,1,69,547.06
2018-05-22,1,1,90,348.34
2018-05-23,1,1,71,282.86
2018-05-24,1,1,78,705.61
2018-05-25,1,1,85,524.46
2018-05-26,1,1,92,255.14
2018-05-27,1,1,87,426.31
2018-05-28,1,1,84,770.22
2018-05-29,1,1,98,753.14
2018-05-30,1,1,79,258.29
2018-05-31,1,1,82,367.73
2018-06-01,1,1,72,553.29
2018-06-02,1,1,98,788.87
2018-06-03,1,1,94,718.46
2018-06-04,1,1,88,526.23
2018-06-05,1,1,77,279.19
2018-06-06,1,1,89,657.92
2018-06-07,1,1,88,814.35
2018-06-08,1,1,76,268.33
2018-06-09,1,1,92,577.38
2018-06-10,1,1,84,480.66
2018-06-11,1,1,74,327.21
2018-06-12,1,1,84,372.22
2018-06-13,1,1,83,468.82
2018-06-14,1,1,96,429.03
2018-06-15,1,1,96,556.44
2018-06-16,1,1,102,763.61
2018-06-17,1,1,104,871.68
2018-06-18,1,1,86,645.37
2018-06-19,1,1,106,579.48
2018-06-20,1,1,77,692.27
2018-06-21,1,1,94,591.61
2018-06-22,1,1,83,727.55
2018-06-23,1,1,88,717.15
2018-06-24,1,1,81,415.83
2018-06-25,1,1,85,796.31
2018-06-26,1,1,84,415.42
2018-06-27,1,1,92,596.8
2018-06-28,1,1,87,557.06
2018-06-29,1,1,75,532.27
2018-06-30,1,1,108,966.56
2018-07-01,1,1,97,863.92
2018-07-02,1,1,86,408.04
2018-07-03,1,1,91,519.64
2018-07-04,1,1,223,1108.05
2018-07-05,1,1,93,476.08
2018-07-06,1,1,85,433.81
2018-07-07,1,1,100,401.72
2018-07-08,1,1,90,587.2
2018-07-09,1,1,91,823.75
2018-07-10,1,1,85,596.95
2018-07-11,1,1,77,400.86
2018-07-12,1,1,82,322.1
2018-07-13,1,1,78,665.58
2018-07-14,1,1,98,725.5
2018-07-15,1,1,124,761.13
2018-07-16,1,1,69,408.31
2018-07-17,1,1,93,874.07
2018-07-18,1,1,94,316.84
2018-07-19,1,1,93,560.78
2018-07-20,1,1,82,431.89
2018-07-21,1,1,104,314.01
2018-07-22,1,1,114,832.6
2018-07-23,1,1,83,613.36
2018-07-24,1,1,87,372.07
2018-07-25,1,1,90,830.35
2018-07-26,1,1,71,409.37
2018-07-27,1,1,98,431.74
2018-07-28,1,1,123,751.3
2018-07-29,1,1,113,931.65
2018-07-30,1,1,90,848.45
2018-07-31,1,1,80,283.48
2018-08-01,1,1,109,530.03
2018-08-02,1,1,87,804.95
2018-08-03,1,1,63,555.57
2018-08-04,1,1,85,221.97
2018-08-05,1,1,103,601.1
2018-08-06,1,1,67,185.98
2018-08-07,1,1,78,717.07
2018-08-08,1,1,75,668.92
2018-08-09,1,1,93,794.78
2018-08-10,1,1,88,451.45
2018-08-11,1,1,107,509.43
2018-08-12,1,1,95,243.98
2018-08-13,1,1,106,761.3
2018-08-14,1,1,93,835.68
2018-08-15,1,1,108,441.26
2018-08-16,1,1,78,327.35
2018-08-17,1,1,72,195.25
2018-08-18,1,1,104,528.2
2018-08-19,1,1,94,802.66
2018-08-20,1,1,93,689.83
2018-08-21,1,1,92,277.53
2018-08-22,1,1,87,326.37
2018-08-23,1,1,82,427.87
2018-08-24,1,1,79,701.21
2018-08-25,1,1,91,400.99
2018-08-26,1,1,99,251.92
2018-08-27,1,1,83,505.08
2018-08-28,1,1,80,339.98
2018-08-29,1,1,76,540.49
2018-08-30,1,1,81,425.11
2018-08-31,1,1,83,328.57
2018-09-01,1,1,87,395.41
2018-09-02,1,1,102,454.43
2018-09-03,1,1,79,725.99
2018-09-04,1,1,72,535.43
2018-09-05,1,1,79,603.16
2018-09-06,1,1,85,393.69
2018-09-07,1,1,84,477.24
2018-09-08,1,1,83,713.76
2018-09-09,1,1,102,754.22
2018-09-10,1,1,78,478.37
2018-09-11,1,1,89,343.52
2018-09-12,1,1,88,810.75
2018-09-13,1,1,72,256.66
2018-09-14,1,1,90,366.67
2018-09-15,1,1,91,531.43
2018-09-16,1,1,105,383.06
2018-09-17,1,1,78,203.04
2018-09-18,1,1,60,272.71
2018-09-19,1,1,78,616.64
2018-09-20,1,1,72,456.24
2018-09-21,1,1,78,630.62
2018-09-22,1,1,99,907.25
2018-09-23,1,1,106,733.85
2018-09-24,1,1,77,329.9
2018-09-25,1,1,71,590.98
2018-09-26,1,1,68,477.63
2018-09-27,1,1,77,568.3
2018-09-28,1,1,78,420.59
2018-09-29,1,1,91,318.26
2018-09-30,1,1,82,236.33
2018-10-01,1,1,62,462.51
2018-10-02,1,1,66,546.57
2018-10-03,1,1,63,430.58
2018-10-04,1,1,69,585.74
2018-10-05,1,1,59,147.79
2018-10-06,1,1,85,320.8
2018-10-07,1,1,86,696.72
2018-10-08,1,1,69,449.32
2018-10-09,1,1,64,270.74
2018-10-10,1,1,71,257.93
2018-10-11,1,1,73,260.48
2018-10-12,1,1,69,262.95
2018-10-13,1,1,76,478.87
2018-10-14,1,1,82,271.79
2018-10-15,1,1,68,328.15
2018-10-16,1,1,54,293.32
2018-10-17,1,1,57,326.04
2018-10-18,1,1,60,294.24
2018-10-19,1,1,72,376.68
2018-10-20,1,1,81,429.44
2018-10-21,1,1,70,623.91
2018-10-22,1,1,61,255.97
2018-10-23,1,1,68,542.36
2018-10-24,1,1,62,428.37
2018-10-25,1,1,63,331.66
2018-10-26,1,1,67,600.07
2018-10-27,1,1,81,599.0
2018-10-28,1,1,72,350.71
2018-10-29,1,1,64,186.52
2018-10-30,1,1,64,524.64
2018-10-31,1,1,79,412.06
2018-11-01,1,1,58,164.51
2018-11-02,1,1,54,248.96
2018-11-03,1,1,67,631.67
2018-11-04,1,1,72,450.24
2018-11-05,1,1,64,221.58
2018-11-06,1,1,55,261.46
2018-11-07,1,1,56,348.73
2018-11-08,1,1,59,419.3
2018-11-09,1,1,53,336.74
2018-11-10,1,1,61,404.42
2018-11-11,1,1,66,626.88
2018-11-12,1,1,50,237.85
2018-11-13,1,1,52,297.87
2018-11-14,1,1,59,361.5
2018-11-15,1,1,64,516.57
2018-11-16,1,1,58,429.27
2018-11-17,1,1,66,315.67
2018-11-18,1,1,66,547.22
2018-11-19,1,1,44,163.31
2018-11-20,1,1,54,423.96
2018-11-21,1,1,50,330.61
2018-11-22,1,1,54,151.84
2018-11-23,1,1,59,416.03
2018-11-24,1,1,50,180.25
2018-11-25,1,1,63,518.58
2018-11-26,1,1,48,387.66
2018-11-27,1,1,56,421.73
2018-11-28,1,1,41,353.11
2018-11-29,1,1,56,264.55
2018-11-30,1,1,50,201.74
2018-12-01,1,1,66,573.93
2018-12-02,1,1,54,313.11
2018-12-03,1,1,45,272.34
2018-12-04,1,1,51,282.74
2018-12-05,1,1,42,288.1
2018-12-06,1,1,47,338.61
2018-12-07,1,1,55,313.92
2018-12-08,1,1,62,525.03
2018-12-09,1,1,63,338.38
2018-12-10,1,1,48,355.25
2018-12-11,1,1,46,129.71
2018-12-12,1,1,50,341.46
2018-12-13,1,1,39,115.31
2018-12-14,1,1,45,198.22
2018-12-15,1,1,60,150.72
2018-12-16,1,1,57,468.68
2018-12-17,1,1,49,166.36
2018-12-18,1,1,50,143.64
2018-12-19,1,1,49,249.38
2018-12-20,1,1,51,250.85
2018-12-21,1,1,44,370.31
2018-12-22,1,1,61,237.2
2018-12-23,1,1,48,251.87
2018-12-24,1,1,96,825.77
2018-12-25,1,1,97,649.6
2018-12-26,1,1,43,195.92
2018-12-27,1,1,49,199.58
2018-12-28,1,1,45,263.46
2018-12-29,1,1,52,471.59
2018-12-30,1,1,53,439.17
2018-12-31,1,1,108,319.58
2019-01-01,1,1,44,269.06
2019-01-02,1,1,41,117.28
2019-01-03,1,1,47,127.17
2019-01-04,1,1,42,341.79
2019-01-05,1,1,49,279.98
2019-01-06,1,1,42,192.86
2019-01-07,1,1,45,286.85
2019-01-08,1,1,40,221.7
2019-01-09,1,1,46,322.4
2019-01-10,1,1,49,171.17
2019-01-11,1,1,35,237.34
2019-01-12,1,1,47,287.94
2019-01-13,1,1,52,483.65
2019-01-14,1,1,37,172.99
2019-01-15,1,1,44,302.93
2019-01-16,1,1,43,255.03
2019-01-17,1,1,48,391.94
2019-01-18,1,1,34,270.29
2019-01-19,1,1,50,214.77
2019-01-20,1,1,50,360.39
2019-01-21,1,1,41,131.39
2019-01-22,1,1,37,233.83
2019-01-23,1,1,42,145.65
2019-01-24,1,1,39,260.78
2019-01-25,1,1,38,291.53
2019-01-26,1,1,53,434.59
2019-01-27,1,1,50,402.38
2019-01-28,1,1,49,310.15
2019-01-29,1,1,43,163.7
2019-01-30,1,1,47,299.26
2019-01-31,1,1,37,300.26
2019-02-01,1,1,40,211.27
2019-02-02,1,1,57,452.95
2019-02-03,1,1,45,407.68
2019-02-04,1,1,43,242.67
2019-02-05,1,1,45,207.29
2019-02-06,1,1,36,158.14
2019-02-07,1,1,50,268.09
2019-02-08,1,1,48,174.08
2019-02-09,1,1,41,227.55
2019-02-10,1,1,51,213.14
2019-02-11,1,1,42,116.36
2019-02-12,1,1,48,355.24
2019-02-13,1,1,42,155.98
2019-02-14,1,1,50,328.19
2019-02-15,1,1,45,282.6
2019-02-16,1,1,57,247.99
2019-02-17,1,1,55,283.4
2019-02-18,1,1,55,390.11
2019-02-19,1,1,40,216.54
2019-02-20,1,1,48,441.38
2019-02-21,1,1,48,341.92
2019-02-22,1,1,54,188.82
2019-02-23,1,1,63,240.46
2019-02-24,1,1,57,534.29
2019-02-25,1,1,51,260.88
2019-02-26,1,1,53,166.66
2019-02-27,1,1,54,294.37
2019-02-28,1,1,45,365.41
2019-03-01,1,1,52,443.08
2019-03-02,1,1,57,430.66
2019-03-03,1,1,56,165.2
2019-03-04,1,1,47,134.38
2019-03-05,1,1,50,391.53
2019-03-06,1,1,60,268.75
2019-03-07,1,1,55,521.49
2019-03-08,1,1,50,160.61
2019-03-09,1,1,64,162.04
2019-03-10,1,1,72,490.74
2019-03-11,1,1,48,445.68
2019-03-12,1,1,46,354.14
2019-03-13,1,1,54,139.91
2019-03-14,1,1,51,443.87
2019-03-15,1,1,63,164.75
2019-03-16,1,1,73,225.31
2019-03-17,1,1,50,411.4
2019-03-18,1,1,57,255.8
2019-03-19,1,1,50,301.0
2019-03-20,1,1,54,496.0
2019-03-21,1,1,60,218.86
2019-03-22,1,1,52,452.47
2019-03-23,1,1,60,478.73
2019-03-24,1,1,69,601.2
2019-03-25,1,1,58,530.74
2019-03-26,1,1,48,409.16
2019-03-27,1,1,57,380.19
2019-03-28,1,1,58,378.35
2019-03-29,1,1,62,581.01
2019-03-30,1,1,61,214.15
2019-03-31,1,1,78,281.91
2019-04-01,1,1,57,193.88
2019-04-02,1,1,63,213.7
2019-04-03,1,1,57,178.86
2019-04-04,1,1,69,537.82
2019-04-05,1,1,65,359.56
2019-04-06,1,1,59,373.07
2019-04-07,1,1,68,261.99
2019-04-08,1,1,63,561.57
2019-04-09,1,1,51,235.55
2019-04-10,1,1,69,205.37
2019-04-11,1,1,51,135.85
2019-04-12,1,1,55,168.11
2019-04-13,1,1,89,401.08
2019-04-14,1,1,86,519.25
2019-04-15,1,1,71,287.22
2019-04-16,1,1,63,491.3
2019-04-17,1,1,70,250.08
2019-04-18,1,1,48,312.52
2019-04-19,1,1,67,477.56
2019-04-20,1,1,96,298.92
2019-04-21,1,1,172,932.27
2019-04-22,1,1,66,613.45
2019-04-23,1,1,79,492.79
2019-04-24,1,1,74,403.71
2019-04-25,1,1,67,423.66
2019-04-26,1,1,77,305.39
2019-04-27,1,1,88,758.26
2019-04-28,1,1,69,334.42
2019-04-29,1,1,79,740.42
2019-04-30,1,1,72,354.57
2019-05-01,1,1,77,717.42
2019-05-02,1,1,91,231.67
2019-05-03,1,1,70,266.87
2019-05-04,1,1,86,325.09
2019-05-05,1,1,85,286.45
2019-05-06,1,1,71,241.48
2019-05-07,1,1,67,530.23
2019-05-08,1,1,68,480.04
2019-05-09,1,1,73,585.26
2019-05-10,1,1,85,741.63
2019-05-11,1,1,98,734.22
2019-05-12,1,1,76,319.72
2019-05-13,1,1,85,251.1
2019-05-14,1,1,79,356.71
2019-05-15,1,1,87,293.41
2019-05-16,1,1,85,340.9
2019-05-17,1,1,72,206.26
2019-05-18,1,1,80,590.34
2019-05-19,1,1,84,536.93
2019-05-20,1,1,82,689.53
2019-05-21,1,1,79,268.37
2019-05-22,1,1,76,228.05
2019-05-23,1,1,68,530.88
2019-05-24,1,1,74,653.97
2019-05-25,1,1,107,681.31
2019-05-26,1,1,103,742.42
2019-05-27,1,1,71,534.12
2019-05-28,1,1,69,183.83
2019-05-29,1,1,66,357.88
2019-05-30,1,1,82,673.3
2019-05-31,1,1,82,217.52
2019-06-01,1,1,103,666.44
2019-06-02,1,1,92,506.29
2019-06-03,1,1,78,307.81
2019-06-04,1,1,90,548.62
2019-06-05,1,1,87,786.92
2019-06-06,1,1,79,646.22
2019-06-07,1,1,92,771.84
2019-06-08,1,1,100,665.65
2019-06-09,1,1,89,387.74
2019-06-10,1,1,93,275.93
2019-06-11,1,1,83,784.14
2019-06-12,1,1,91,231.85
2019-06-13,1,1,87,243.09
2019-06-14,1,1,99,707.09
2019-06-15,1,1,115,847.72
2019-06-16,1,1,115,833.42
2019-06-17,1,1,82,754.73
2019-06-18,1,1,99,582.08
2019-06-19,1,1,83,612.89
2019-06-20,1,1,73,590.35
2019-06-21,1,1,87,569.53
2019-06-22,1,1,106,704.25
2019-06-23,1,1,96,791.53
2019-06-24,1,1,96,760.08
2019-06-25,1,1,92,663.49
2019-06-26,1,1,94,599.61
2019-06-27,1,1,85,608.18
2019-06-28,1,1,94,756.21
2019-06-29,1,1,102,479.1
2019-06-30,1,1,111,1002.25
2019-07-01,1,1,84,494.17
2019-07-02,1,1,93,760.34
2019-07-03,1,1,90,288.91
2019-07-04,1,1,251,1012.9
2019-07-05,1,1,91,674.02
2019-07-06,1,1,104,582.73
2019-07-07,1,1,113,700.21
2019-07-08,1,1,79,265.07
2019-07-09,1,1,92,621.52
2019-07-10,1,1,97,495.84
2019-07-11,1,1,84,387.11
2019-07-12,1,1,92,637.9
2019-07-13,1,1,116,333.11
2019-07-14,1,1,135,641.44
2019-07-15,1,1,86,350.63
2019-07-16,1,1,95,410.66
2019-07-17,1,1,92,784.18
2019-07-18,1,1,106,321.42
2019-07-19,1,1,93,626.07
2019-07-20,1,1,102,402.98
2019-07-21,1,1,118,312.92
2019-07-22,1,1,82,753.55
2019-07-23,1,1,83,787.15
2019-07-24,1,1,93,514.38
2019-07-25,1,1,100,429.93
2019-07-26,1,1,91,481.9
2019-07-27,1,1,129,975.62
2019-07-28,1,1,118,563.25
2019-07-29,1,1,98,866.57
2019-07-30,1,1,87,471.7
2019-07-31,1,1,106,309.59
2019-08-01,1,1,95,797.85
2019-08-02,1,1,97,637.16
2019-08-03,1,1,127,459.68
2019-08-04,1,1,109,736.34
2019-08-05,1,1,100,369.06
2019-08-06,1,1,78,611.26
2019-08-07,1,1,95,255.87
2019-08-08,1,1,87,461.68
2019-08-09,1,1,86,739.15
2019-08-10,1,1,107,294.47
2019-08-11,1,1,105,541.52
2019-08-12,1,1,81,474.28
2019-08-13,1,1,84,410.99
2019-08-14,1,1,94,395.78
2019-08-15,1,1,75,697.81
2019-08-16,1,1,90,371.57
2019-08-17,1,1,99,438.51
2019-08-18,1,1,81,293.99
2019-08-19,1,1,95,843.8
2019-08-20,1,1,75,552.11
2019-08-21,1,1,79,670.58
2019-08-22,1,1,83,765.28
2019-08-23,1,1,83,455.84
2019-08-24,1,1,80,663.65
2019-08-25,1,1,123,676.81
2019-08-26,1,1,87,266.03
2019-08-27,1,1,99,600.47
2019-08-28,1,1,86,451.46
2019-08-29,1,1,95,254.55
2019-08-30,1,1,78,371.55
2019-08-31,1,1,117,595.34
2019-09-01,1,1,83,376.97
2019-09-02,1,1,76,434.99
2019-09-03,1,1,92,505.72
2019-09-04,1,1,82,524.08
2019-09-05,1,1,83,621.34
2019-09-06,1,1,83,567.4
2019-09-07,1,1,86,296.35
2019-09-08,1,1,102,294.75
2019-09-09,1,1,84,567.79
2019-09-10,1,1,75,207.07
2019-09-11,1,1,79,495.26
2019-09-12,1,1,91,274.33
2019-09-13,1,1,79,472.7
2019-09-14,1,1,82,511.07
2019-09-15,1,1,89,728.52
2019-09-16,1,1,94,674.22
2019-09-17,1,1,81,644.99
2019-09-18,1,1,81,277.49
2019-09-19,1,1,90,712.87
2019-09-20,1,1,80,719.15
2019-09-21,1,1,92,698.34
2019-09-22,1,1,93,413.58
2019-09-23,1,1,74,369.08
2019-09-24,1,1,78,540.7
2019-09-25,1,1,73,256.62
2019-09-26,1,1,70,611.62
2019-09-27,1,1,80,491.16
2019-09-28,1,1,101,943.67
2019-09-29,1,1,98,304.16
2019-09-30,1,1,67,459.04
2019-10-01,1,1,72,679.11
2019-10-02,1,1,77,558.92
2019-10-03,1,1,82,774.62
2019-10-04,1,1,81,329.92
2019-10-05,1,1,86,717.1
2019-10-06,1,1,78,346.03
2019-10-07,1,1,78,572.34
2019-10-08,1,1,81,287.96
2019-10-09,1,1,77,268.68
2019-10-10,1,1,74,682.63
2019-10-11,1,1,69,633.94
2019-10-12,1,1,86,779.94
2019-10-13,1,1,86,794.4
2019-10-14,1,1,65,537.24
2019-10-15,1,1,66,425.57
2019-10-16,1,1,61,311.09
2019-10-17,1,1,62,158.08
2019-10-18,1,1,65,301.8
2019-10-19,1,1,94,863.62
2019-10-20,1,1,66,206.33
2019-10-21,1,1,72,596.15
2019-10-22,1,1,63,206.87
2019-10-23,1,1,61,556.31
2019-10-24,1,1,66,285.11
2019-10-25,1,1,60,365.02
2019-10-26,1,1,95,379.8
2019-10-27,1,1,66,449.46
2019-10-28,1,1,57,311.01
2019-10-29,1,1,69,494.18
2019-10-30,1,1,77,718.31
2019-10-31,1,1,77,523.47
2019-11-01,1,1,72,455.91
2019-11-02,1,1,62,387.8
2019-11-03,1,1,69,291.34
2019-11-04,1,1,65,526.56
2019-11-05,1,1,62,496.31
2019-11-06,1,1,61,205.81
2019-11-07,1,1,51,163.26
2019-11-08,1,1,59,435.54
2019-11-09,1,1,65,371.92
2019-11-10,1,1,70,208.85
2019-11-11,1,1,51,388.26
2019-11-12,1,1,64,446.97
2019-11-13,1,1,58,205.53
2019-11-14,1,1,56,158.92
2019-11-15,1,1,52,434.6
2019-11-16,1,1,54,426.4
2019-11-17,1,1,68,272.12
2019-11-18,1,1,63,203.37
2019-11-19,1,1,74,599.88
2019-11-20,1,1,49,270.28
2019-11-21,1,1,57,265.92
2019-11-22,1,1,55,501.07
2019-11-23,1,1,67,527.1
2019-11-24,1,1,59,498.02
2019-11-25,1,1,58,280.92
2019-11-26,1,1,55,333.69
2019-11-27,1,1,56,206.77
2019-11-28,1,1,60,437.93
2019-11-29,1,1,58,171.93
2019-11-30,1,1,64,541.91
2019-12-01,1,1,51,210.5
2019-12-02,1,1,52,274.69
2019-12-03,1,1,48,166.33
2019-12-04,1,1,47,123.39
2019-12-05,1,1,43,316.56
2019-12-06,1,1,39,334.37
2019-12-07,1,1,55,509.55
2019-12-08,1,1,47,315.96
2019-12-09,1,1,47,250.92
2019-12-10,1,1,47,159.64
2019-12-11,1,1,51,132.88
2019-12-12,1,1,49,321.79
2019-12-13,1,1,51,464.78
2019-12-14,1,1,66,238.24
2019-12-15,1,1,62,279.81
2019-12-16,1,1,52,232.69
2019-12-17,1,1,49,278.11
2019-12-18,1,1,42,274.01
2019-12-19,1,1,42,375.19
2019-12-20,1,1,46,122.78
2019-12-21,1,1,57,252.77
2019-12-22,1,1,58,204.31
2019-12-23,1,1,47,390.09
2019-12-24,1,1,93,783.35
2019-12-25,1,1,99,714.36
2019-12-26,1,1,49,384.2
2019-12-27,1,1,47,251.99
2019-12-28,1,1,56,243.47
2019-12-29,1,1,53,272.27
2019-12-30,1,1,43,283.34
2019-12-31,1,1,81,312.41
2020-01-01,1,1,54,280.66
2020-01-02,1,1,39,303.66
2020-01-03,1,1,36,272.64
2020-01-04,1,1,55,350.78
2020-01-05,1,1,47,442.19
2020-01-06,1,1,44,163.57
2020-01-07,1,1,51,460.68
2020-01-08,1,1,36,165.96
2020-01-09,1,1,46,421.21
2020-01-10,1,1,41,232.21
2020-01-11,1,1,57,254.19
2020-01-12,1,1,55,463.88
2020-01-13,1,1,37,103.65
2020-01-14,1,1,48,342.31
2020-01-15,1,1,48,186.74
2020-01-16,1,1,34,89.61
2020-01-17,1,1,45,152.64
2020-01-18,1,1,49,224.56
2020-01-19,1,1,45,261.41
2020-01-20,1,1,47,253.21
2020-01-21,1,1,42,188.22
2020-01-22,1,1,50,470.09
2020-01-23,1,1,46,315.83
2020-01-24,1,1,40,197.89
2020-01-25,1,1,58,338.4
2020-01-26,1,1,58,276.16
2020-01-27,1,1,49,389.64
2020-01-28,1,1,38,319.86
2020-01-29,1,1,48,328.99
2020-01-30,1,1,50,130.05
2020-01-31,1,1,53,244.81
2020-02-01,1,1,54,228.33
2020-02-02,1,1,60,154.63
2020-02-03,1,1,35,271.63
2020-02-04,1,1,41,173.85
2020-02-05,1,1,49,182.35
2020-02-06,1,1,48,251.25
2020-02-07,1,1,45,404.18
2020-02-08,1,1,52,314.52
2020-02-09,1,1,51,181.43
2020-02-10,1,1,48,235.04
2020-02-11,1,1,43,317.83
2020-02-12,1,1,43,376.24
2020-02-13,1,1,42,275.42
2020-02-14,1,1,46,147.22
2020-02-15,1,1,51,151.15
2020-02-16,1,1,51,204.03
2020-02-17,1,1,48,144.39
2020-02-18,1,1,47,172.0
2020-02-19,1,1,43,202.13
2020-02-20,1,1,42,144.66
2020-02-21,1,1,47,166.13
2020-02-22,1,1,57,324.29
2020-02-23,1,1,62,481.78
2020-02-24,1,1,52,454.67
2020-02-25,1,1,54,336.34
2020-02-26,1,1,51,289.01
2020-02-27,1,1,44,365.52
2020-02-28,1,1,54,138.81
2020-02-29,1,1,54,279.8
2020-03-01,1,1,57,470.03
2020-03-02,1,1,50,414.4
2020-03-03,1,1,56,493.62
2020-03-04,1,1,46,301.79
2020-03-05,1,1,59,310.83
2020-03-06,1,1,47,305.51
2020-03-07,1,1,55,392.49
2020-03-08,1,1,70,423.85
2020-03-09,1,1,44,339.71
2020-03-10,1,1,57,202.08
2020-03-11,1,1,69,176.46
2020-03-12,1,1,45,363.64
2020-03-13,1,1,50,422.1
2020-03-14,1,1,66,493.12
2020-03-15,1,1,68,409.66
2020-03-16,1,1,59,473.94
2020-03-17,1,1,51,254.63
2020-03-18,1,1,45,215.21
2020-03-19,1,1,57,344.99
2020-03-20,1,1,61,314.14
2020-03-21,1,1,61,557.78
2020-03-22,1,1,64,488.18
2020-03-23,1,1,73,611.04
2020-03-24,1,1,55,279.93
2020-03-25,1,1,58,331.84
2020-03-26,1,1,48,399.18
2020-03-27,1,1,61,227.08
2020-03-28,1,1,86,775.64
2020-03-29,1,1,73,567.88
2020-03-30,1,1,68,597.99
