txn_id,txn_date,store_id,product_id,qty,unit_price,line_amount
55,2024-01-02 00:00:00,2,19,4.0,32.96829393965359,131.87317575861437
56,2024-01-02 00:00:00,2,20,1.0,35.16501142891836,35.16501142891836
57,2024-01-02 00:00:00,2,7,2.0,42.210085083551746,84.42017016710349
58,2024-01-02 00:00:00,2,9999,,37.29037372355706,149.16149489422824
59,2024-01-02 00:00:00,2,18,3.0,27.989502743723158,83.96850823116947
60,2024-01-02 00:00:00,2,10,3.0,12.970401046270384,38.91120313881115
61,2024-01-02 00:00:00,2,16,2.0,49.14408047981291,98.28816095962581
62,2024-01-02 00:00:00,3,17,2.0,49.82017758838037,99.64035517676074
63,2024-01-02 00:00:00,3,12,1.0,45.220066743839865,45.220066743839865
64,2024-01-02 00:00:00,3,9,1.0,18.762059581407723,18.762059581407723
65,2024-01-02 00:00:00,3,16,4.0,45.0612924777237,180.2451699108948
66,2024-01-02 00:00:00,3,1,4.0,42.84456554084061,171.37826216336245
67,2024-01-02 00:00:00,3,17,4.0,39.69635125346929,158.78540501387715
68,2024-01-02 00:00:00,3,8,4.0,29.872957828949822,119.49183131579929
69,2024-01-02 00:00:00,3,16,2.0,47.126405237973366,94.25281047594673
70,2024-01-02 00:00:00,4,18,4.0,16.657465296530887,66.62986118612355
71,2024-01-02 00:00:00,4,9999,2.0,23.52435886333987,47.04871772667974
72,2024-01-02 00:00:00,9999,9,4.0,36.18460262468172,144.7384104987269
73,2024-01-02 00:00:00,4,1,2.0,17.61918551164485,35.2383710232897
74,2024-01-02 00:00:00,4,20,4.0,33.1823791542663,132.7295166170652
75,2024-01-02 00:00:00,4,7,3.0,33.56541883041648,100.69625649124944
76,2024-01-02 00:00:00,4,1,4.0,6.496388855748439,25.985555422993755
77,2024-01-02 00:00:00,4,19,2.0,14.729713648722822,29.459427297445643
78,2024-01-02 00:00:00,4,14,2.0,48.704506628117386,97.40901325623477
79,2024-01-02 00:00:00,4,13,3.0,44.81823464850144,134.45470394550432
80,2024-01-02 00:00:00,4,2,1.0,26.126580469049223,26.126580469049223
81,2024-01-02 00:00:00,4,15,4.0,43.480043123451345,173.92017249380538
82,2024-01-02 00:00:00,4,16,3.0,29.45620156204079,88.36860468612237
83,2024-01-02 00:00:00,5,17,4.0,47.14201204893989,188.56804819575956
84,2024-01-02 00:00:00,5,14,1.0,44.40771306878043,44.40771306878043
85,2024-01-02 00:00:00,5,9,1.0,46.55929100421082,46.55929100421082
86,2024-01-02 00:00:00,5,17,2.0,48.39943131409614,96.79886262819228
87,2024-01-02 00:00:00,5,3,4.0,42.944453862433285,171.77781544973314
88,2024-01-03 00:00:00,1,1,4.0,,101.17373586105262
89,2024-01-03 00:00:00,1,18,1.0,20.945190406854664,20.945190406854664
90,2024-01-03 00:00:00,1,3,4.0,5.379974280778107,21.51989712311243
91,2024-01-03 00:00:00,1,18,4.0,34.21488880755443,136.85955523021772
92,2024-01-03 00:00:00,1,2,3.0,26.87982331345936,80.63946994037809
93,2024-01-03 00:00:00,1,2,2.0,37.556893652201815,75.11378730440363
94,2024-01-03 00:00:00,1,1,1.0,35.71923603138124,35.71923603138124
95,2024-01-03 00:00:00,1,16,3.0,16.09240852469568,48.27722557408704
96,2024-01-03 00:00:00,1,3,2.0,43.619471291844974,87.23894258368995
97,2024-01-03 00:00:00,2,7,1.0,32.138931917534535,32.138931917534535
98,2024-01-03 00:00:00,2,20,1.0,5.405164015996528,5.405164015996528
99,2024-01-03 00:00:00,2,14,4.0,4.436889489891053,17.74755795956421
100,2024-01-03 00:00:00,2,19,3.0,3.325605049937826,9.976815149813477
101,2024-01-03 00:00:00,2,2,2.0,23.046757904868173,46.093515809736346
102,2024-01-03 00:00:00,2,19,1.0,9.441997602931721,9.441997602931721
103,2024-01-03 00:00:00,2,17,4.0,3.8640672526123137,15.456269010449255
104,2024-01-03 00:00:00,2,15,2.0,27.77995650543946,55.55991301087892
105,2024-01-03 00:00:00,2,5,1.0,41.737712181804255,41.737712181804255
106,2024-01-03 00:00:00,2,12,4.0,31.898742839312014,127.59497135724806
107,2024-01-03 00:00:00,2,4,2.0,4.4807226160931695,8.961445232186339
108,2024-01-03 00:00:00,2,20,2.0,27.950485837285115,55.90097167457023
109,2024-01-03 00:00:00,2,8,4.0,8.371780267662551,33.487121070650204
110,2024-01-03 00:00:00,2,18,4.0,36.300565000637704,145.20226000255082
111,2024-01-03 00:00:00,3,17,4.0,14.999948060579563,59.99979224231825
112,2024-01-03 00:00:00,3,9999,2.0,48.2071239045404,96.4142478090808
113,2024-01-03 00:00:00,3,9,4.0,21.629741331884954,86.51896532753982
114,2024-01-03 00:00:00,3,1,,14.011659111900576,42.034977335701726
115,2024-01-03 00:00:00,3,16,1.0,33.6894740824511,33.6894740824511
116,2024-01-03 00:00:00,3,1,4.0,26.801420356475198,107.20568142590079
117,2024-01-03 00:00:00,3,5,2.0,37.04188719496729,74.08377438993458
118,2024-01-03 00:00:00,4,12,2.0,19.086688575260556,38.17337715052111
119,2024-01-03 00:00:00,4,5,2.0,,5.381774908456563
120,2024-01-03 00:00:00,4,14,4.0,4.208126817044132,16.832507268176528
121,2024-01-03 00:00:00,4,9999,2.0,43.06210803252834,86.12421606505669
122,2024-01-03 00:00:00,4,20,1.0,24.76034379619161,24.76034379619161
123,2024-01-03 00:00:00,4,16,1.0,24.726644997467154,24.726644997467154
124,2024-01-03 00:00:00,4,1,2.0,22.824879163422708,45.649758326845415
125,2024-01-03 00:00:00,5,10,2.0,32.484495241646904,64.96899048329381
126,2024-01-03 00:00:00,5,2,4.0,19.98140550207062,79.92562200828247
127,2024-01-03 00:00:00,5,19,2.0,26.049914427932443,52.099828855864885
128,2024-01-03 00:00:00,5,5,1.0,9.820852499908625,9.820852499908625
129,2024-01-03 00:00:00,5,16,3.0,,141.9722299860241
130,2024-01-03 00:00:00,5,20,4.0,34.50408043438313,138.0163217375325
131,2024-01-03 00:00:00,5,3,4.0,8.168016955227689,32.672067820910755
132,2024-01-03 00:00:00,5,19,3.0,47.19031082127321,141.57093246381962
133,2024-01-03 00:00:00,9999,3,1.0,48.137147063547886,48.137147063547886
134,2024-01-03 00:00:00,5,10,3.0,11.397974469886229,34.19392340965869
135,2024-01-03 00:00:00,5,13,4.0,6.837344066116479,27.349376264465917
136,2024-01-04 00:00:00,1,19,2.0,34.78432512398513,69.56865024797025
137,2024-01-04 00:00:00,1,17,2.0,17.310830254100544,34.62166050820109
138,2024-01-04 00:00:00,1,10,2.0,18.34997933428352,36.69995866856704
139,2024-01-04 00:00:00,1,19,1.0,25.809797806083495,25.809797806083495
140,2024-01-04 00:00:00,1,18,1.0,46.959111289073945,46.959111289073945
141,2024-01-04 00:00:00,1,4,1.0,40.56708465847273,40.56708465847273
142,2024-01-04 00:00:00,2,4,2.0,22.32660523078969,44.65321046157938
143,2024-01-04 00:00:00,2,3,1.0,37.11909225438273,37.11909225438273
144,2024-01-04 00:00:00,2,4,2.0,14.000789562373024,28.001579124746048
145,2024-01-04 00:00:00,2,5,4.0,22.59171331400088,90.36685325600352
146,2024-01-04 00:00:00,2,13,3.0,38.218057956064754,114.65417386819426
147,2024-01-04 00:00:00,2,9,2.0,45.3225395206192,90.6450790412384
148,2024-01-04 00:00:00,2,20,4.0,20.701668138521768,82.80667255408707
149,2024-01-04 00:00:00,2,13,3.0,6.799274583769442,20.397823751308326
150,2024-01-04 00:00:00,2,4,4.0,48.00999185039352,192.03996740157407
151,2024-01-04 00:00:00,2,19,4.0,19.035449142210588,76.14179656884235
152,2024-01-04 00:00:00,2,14,3.0,47.62914305300269,142.8874291590081
153,2024-01-04 00:00:00,2,19,2000.0,32.32818618415037,64.65637236830074
154,2024-01-04 00:00:00,2,5,3.0,30.91716444325371,92.75149332976113
155,2024-01-04 00:00:00,3,4,1.0,39.99579409884073,39.99579409884073
156,2024-01-04 00:00:00,3,7,1.0,46.684597072990044,46.684597072990044
157,2024-01-04 00:00:00,3,7,2.0,28.377386351539307,56.754772703078615
158,2024-01-04 00:00:00,3,5,3.0,44.60980077239839,133.82940231719516
159,2024-01-04 00:00:00,3,11,3.0,7.619216788525081,22.857650365575246
160,2024-01-04 00:00:00,3,12,1.0,38.552510322438664,38.552510322438664
161,2024-01-04 00:00:00,3,12,1.0,6.853888453893932,6.853888453893932
162,2024-01-04 00:00:00,3,7,2.0,35.64651831003776,71.29303662007553
163,2024-01-04 00:00:00,4,9,2.0,44.81105162128528,89.62210324257056
164,2024-01-04 00:00:00,4,2,1.0,26.63965609723486,26.63965609723486
165,2024-01-04 00:00:00,4,6,3.0,29.90266002688555,89.70798008065665
166,2024-01-04 00:00:00,4,13,1.0,44.257278494644005,44.257278494644005
167,2024-01-04 00:00:00,4,17,3.0,45.56929790473022,136.70789371419067
168,2024-01-04 00:00:00,4,13,,18.81047584161505,75.2419033664602
169,2024-01-04 00:00:00,4,19,1.0,20.143404325868214,20.143404325868214
170,2024-01-04 00:00:00,4,7,3.0,13.938759412653821,41.81627823796146
171,2024-01-04 00:00:00,4,19,3.0,22.853688535437023,68.56106560631108
172,2024-01-04 00:00:00,4,13,1.0,21.44970016550802,21.44970016550802
173,2024-01-04 00:00:00,4,20,4.0,38.82535294921144,155.30141179684577
174,2024-01-04 00:00:00,4,9,3.0,37.810154204740314,113.43046261422094
175,2024-01-04 00:00:00,4,13,4.0,48.18428232677801,192.73712930711204
176,2024-01-04 00:00:00,4,17,1.0,43.69275815309409,43.69275815309409
177,2024-01-04 00:00:00,5,6,2.0,2.5834147851111844,5.166829570222369
178,,5,13,1.0,17.488946637324016,17.488946637324016
179,2024-01-04 00:00:00,5,9999,2.0,46.38287985073261,92.76575970146521
180,2024-01-04 00:00:00,5,5,4.0,28.585005651263398,114.34002260505359
181,2024-01-04 00:00:00,5,20,1.0,27.108696520167143,27.108696520167143
182,2024-01-04 00:00:00,5,9,1.0,35.39593707126163,35.39593707126163
183,2024-01-04 00:00:00,5,1,,35.45240268146311,35.45240268146311
184,2024-01-04 00:00:00,5,3,4.0,37.38083388046492,149.52333552185968
185,2024-01-04 00:00:00,5,11,4000.0,48.017715555576615,192.07086222230646
186,2024-01-04 00:00:00,5,16,4.0,20.93704633319023,83.74818533276093
187,2024-01-05 00:00:00,1,8,2.0,11.029815666740543,22.059631333481086
188,2024-01-05 00:00:00,1,8,2.0,13.010947793837584,26.021895587675168
189,2024-01-05 00:00:00,1,5,1.0,14.47759341700461,14.47759341700461
190,2024-01-05 00:00:00,1,17,1.0,16.85732558174373,16.85732558174373
191,2024-01-05 00:00:00,1,20,1.0,34.8670962825862,34.8670962825862
192,2024-01-05 00:00:00,1,13,2.0,5.657618220759831,11.315236441519662
193,2024-01-05 00:00:00,1,6,2.0,21.998674771447,43.997349542894
194,2024-01-05 00:00:00,1,5,3.0,46.12047448810686,138.36142346432058
195,2024-01-05 00:00:00,1,10,4.0,44.07975132443805,176.3190052977522
196,2024-01-05 00:00:00,1,13,1.0,3.2656147758680962,3.2656147758680962
197,2024-01-05 00:00:00,1,1,2.0,40.90655987752798,81.81311975505596
198,2024-01-05 00:00:00,1,15,1.0,20.08347055702116,20.08347055702116
199,2024-01-05 00:00:00,2,17,1.0,5.048567820320065,5.048567820320065
200,2024-01-05 00:00:00,2,9,3.0,8.424901702430393,25.27470510729118
201,2024-01-05 00:00:00,2,16,,43.50667406024255,130.52002218072766
202,2024-01-05 00:00:00,2,17,1.0,49.98644831773427,49.98644831773427
203,2024-01-05 00:00:00,2,6,3.0,28.660721868926117,85.98216560677835
204,2024-01-05 00:00:00,2,5,1.0,47.34875503435654,47.34875503435654
205,2024-01-05 00:00:00,2,10,3.0,13.872708883673488,41.61812665102046
206,2024-01-05 00:00:00,2,14,1.0,8.19965192727176,8.19965192727176
207,2024-01-05 00:00:00,2,19,1.0,31.096382453642242,31.096382453642242
208,2024-01-05 00:00:00,2,1,1.0,38.33595834426698,38.33595834426698
209,2024-01-05 00:00:00,2,2,4.0,14.896279137214753,59.58511654885901
210,2024-01-05 00:00:00,2,7,2.0,25.91192895900286,51.82385791800572
211,2024-01-05 00:00:00,2,3,3.0,,50.31992252703112
212,2024-01-05 00:00:00,2,1,2.0,48.4627407411115,96.925481482223
213,,3,17,4.0,25.042206416886806,100.16882566754722
214,2024-01-05 00:00:00,3,15,1.0,31.774858464966304,31.774858464966304
215,2024-01-05 00:00:00,3,2,3.0,12.222279752427715,36.666839257283144
216,2024-01-05 00:00:00,3,6,4.0,2.6981439520583326,10.79257580823333
217,2024-01-05 00:00:00,3,6,2.0,30.31604896902239,60.63209793804478
218,2024-01-05 00:00:00,3,15,3.0,6.3681003704638535,19.10430111139156
219,2024-01-05 00:00:00,3,2,4.0,28.277422731157355,113.10969092462942
220,2024-01-05 00:00:00,3,1,4.0,45.7026213633571,182.8104854534284
221,2024-01-05 00:00:00,3,10,3.0,35.486809831686244,106.46042949505873
222,2024-01-05 00:00:00,3,4,2.0,46.47620600775173,92.95241201550346
223,2024-01-05 00:00:00,3,10,1.0,14.39573063835,14.39573063835
224,2024-01-05 00:00:00,3,5,2.0,31.79867285226038,63.59734570452076
225,2024-01-05 00:00:00,3,2,1.0,12.03827797176868,12.03827797176868
226,2024-01-05 00:00:00,4,15,1.0,24.085719631211457,24.085719631211457
227,2024-01-05 00:00:00,4,16,3.0,21.214423467693507,63.64327040308052
228,2024-01-05 00:00:00,4,16,4.0,10.64322907276633,42.57291629106532
229,2024-01-05 00:00:00,4,4,4.0,21.759738289161348,87.03895315664539
230,2024-01-05 00:00:00,4,3,3.0,34.04277144900931,102.12831434702792
231,2024-01-05 00:00:00,4,18,1.0,11.229872902816197,11.229872902816197
232,2024-01-05 00:00:00,4,19,1.0,10.108883027463898,10.108883027463898
233,2024-01-05 00:00:00,5,6,1.0,27.652328179161103,27.652328179161103
234,2024-01-05 00:00:00,5,12,2.0,44.922428619004435,89.84485723800887
235,2024-01-05 00:00:00,5,17,2.0,17.84477663888746,35.68955327777492
236,2024-01-05 00:00:00,5,9,2.0,40.37169914763405,80.7433982952681
237,2024-01-05 00:00:00,5,15,4.0,43.93177395712531,175.72709582850123
238,,5,16,1.0,2.124561170415035,212.4561170415035
239,2024-01-05 00:00:00,5,4,1.0,6.056816368672733,6.056816368672733
240,2024-01-05 00:00:00,5,3,1.0,49.340335801607125,49.340335801607125
241,2024-01-05 00:00:00,5,15,3.0,46.35400443715679,139.06201331147037
242,2024-01-05 00:00:00,5,14,2.0,38.47785962900411,76.95571925800822
243,2024-01-05 00:00:00,5,14,4.0,36.584770946790314,146.33908378716126
244,2024-01-05 00:00:00,5,14,3.0,14.116973328512996,42.35091998553899
245,2024-01-05 00:00:00,5,7,3.0,44.969928208985564,134.9097846269567
246,2024-01-05 00:00:00,5,14,3.0,27.54144729273515,82.62434187820546
247,2024-01-06 00:00:00,1,6,3.0,21.06386396019596,63.19159188058788
248,2024-01-06 00:00:00,1,5,4.0,2.9634174933308657,11.853669973323463
249,2024-01-06 00:00:00,1,17,3.0,6.281807778178697,18.845423334536093
250,2024-01-06 00:00:00,1,12,1.0,44.74530947551496,44.74530947551496
251,2024-01-06 00:00:00,1,20,1.0,34.5969113189355,34.5969113189355
252,2024-01-06 00:00:00,1,3,1.0,25.92522554859475,25.92522554859475
253,2024-01-06 00:00:00,2,15,2.0,30.1683736650022,60.3367473300044
254,2024-01-06 00:00:00,2,8,4.0,22.71965821902461,90.87863287609844
255,2024-01-06 00:00:00,2,19,2.0,15.621243478338775,31.24248695667755
256,2024-01-06 00:00:00,2,6,4.0,33.00402758391686,132.01611033566743
257,2024-01-06 00:00:00,2,2,3.0,19.09264284309662,57.27792852928986
258,2024-01-06 00:00:00,2,13,2.0,31.077191329130585,62.15438265826117
259,2024-01-06 00:00:00,2,1,1.0,6.88555868577938,6.88555868577938
260,2024-01-06 00:00:00,2,6,2.0,13.80597096245639,27.61194192491278
261,2024-01-06 00:00:00,3,11,,15.68456809730466,31.36913619460932
262,2024-01-06 00:00:00,3,9,3.0,4.478502937976616,13.435508813929848
263,2024-01-06 00:00:00,3,8,1.0,49.1541736116131,49.1541736116131
264,,3,6,2.0,29.647924054671677,59.29584810934335
265,2024-01-06 00:00:00,3,11,4.0,2.25440030708506,9.01760122834024
266,2024-01-06 00:00:00,3,17,2.0,10.20260419472316,20.40520838944632
267,2024-01-06 00:00:00,3,19,2.0,46.610047478124116,93.22009495624823
268,2024-01-06 00:00:00,3,15,3.0,,88.31222728366558
269,2024-01-06 00:00:00,4,13,4.0,11.843722887174037,47.37489154869615
270,2024-01-06 00:00:00,4,4,3.0,11.576332512239349,34.72899753671805
271,2024-01-06 00:00:00,4,20,1.0,27.4323211126936,27.4323211126936
272,2024-01-06 00:00:00,4,1,2000.0,38.85341606925626,77.70683213851252
273,2024-01-06 00:00:00,4,6,1.0,26.292989905248657,26.292989905248657
274,2024-01-06 00:00:00,4,4,1.0,27.56429276247612,27.56429276247612
275,2024-01-06 00:00:00,4,1,2.0,18.157005353308186,36.31401070661637
276,2024-01-06 00:00:00,5,5,3.0,28.34825503467091,85.04476510401273
277,2024-01-06 00:00:00,5,2,1.0,34.859434298232,34.859434298232
278,,5,20,1.0,8.663589125216978,8.663589125216978
279,2024-01-06 00:00:00,5,9,1.0,7.601411078800703,7.601411078800703
280,2024-01-06 00:00:00,5,15,4.0,31.092890290680252,124.37156116272101
281,2024-01-06 00:00:00,5,3,2.0,7.121564005444931,14.243128010889862
282,2024-01-06 00:00:00,5,5,2.0,37.80677722633847,75.61355445267694
283,2024-01-06 00:00:00,5,18,2.0,46.781027220797824,93.56205444159565
284,2024-01-06 00:00:00,5,11,1.0,11.840086882555388,11.840086882555388
285,2024-01-06 00:00:00,5,3,3.0,46.469572332306136,139.4087169969184
286,2024-01-06 00:00:00,5,8,3.0,40.17283096927473,120.51849290782418
287,2024-01-06 00:00:00,5,14,4.0,9.855485257553816,39.421941030215265
288,2024-01-06 00:00:00,5,5,1.0,13.313203811119989,13.313203811119989
289,2024-01-06 00:00:00,5,14,2.0,45.57757426220077,91.15514852440154
290,2024-01-07 00:00:00,1,13,2.0,20.8373651562865,41.674730312573
291,2024-01-07 00:00:00,1,8,4.0,23.078475611370486,92.31390244548194
292,2024-01-07 00:00:00,1,14,4.0,24.20862971214111,96.83451884856444
293,2024-01-07 00:00:00,1,6,1.0,37.88525024846005,37.88525024846005
294,2024-01-07 00:00:00,1,15,1.0,13.14620936704723,13.14620936704723
295,2024-01-07 00:00:00,1,1,3.0,20.426778625914146,61.28033587774244
296,2024-01-07 00:00:00,1,14,1.0,45.510661326298255,45.510661326298255
297,2024-01-07 00:00:00,1,19,3.0,7.611105954001475,22.833317862004428
298,2024-01-07 00:00:00,1,6,3.0,32.12998654742806,96.38995964228418
299,2024-01-07 00:00:00,1,8,2.0,8.685059487842588,17.370118975685177
300,2024-01-07 00:00:00,1,15,3.0,31.76349228456865,95.29047685370594
301,2024-01-07 00:00:00,1,20,2.0,44.90684398644596,89.81368797289193
302,2024-01-07 00:00:00,1,4,1.0,9.280394227172057,9.280394227172057
303,2024-01-07 00:00:00,2,5,3.0,37.709422043488495,113.12826613046548
304,2024-01-07 00:00:00,2,4,2.0,36.27507594673348,72.55015189346696
305,2024-01-07 00:00:00,2,5,3.0,38.2224940092856,114.66748202785679
306,2024-01-07 00:00:00,2,6,1.0,7.310323373849947,7.310323373849947
307,2024-01-07 00:00:00,2,4,1.0,8.119455791935156,8.119455791935156
308,2024-01-07 00:00:00,3,15,1.0,27.913310581416162,27.913310581416162
309,2024-01-07 00:00:00,3,15,4.0,36.668123282867185,146.67249313146874
310,2024-01-07 00:00:00,3,2,3.0,32.77508637849427,98.32525913548281
311,,3,19,4.0,28.050773280684616,112.20309312273847
312,2024-01-07 00:00:00,3,11,3.0,18.593407688188133,55.780223064564396
313,2024-01-07 00:00:00,3,11,2.0,,91.21125388802832
314,2024-01-07 00:00:00,3,6,2.0,21.240868004654715,42.48173600930943
315,2024-01-07 00:00:00,3,15,2.0,47.46960030136714,94.93920060273427
316,2024-01-07 00:00:00,3,12,2.0,30.13903193680627,60.27806387361254
317,2024-01-07 00:00:00,3,18,1.0,14.288745528975786,14.288745528975786
318,2024-01-07 00:00:00,3,8,4.0,30.462219452423433,121.84887780969373
319,2024-01-07 00:00:00,3,12,4.0,46.10002506851583,184.40010027406333
320,2024-01-07 00:00:00,4,5,4.0,33.265626127435816,133.06250450974326
321,2024-01-07 00:00:00,4,17,4.0,19.97289774658026,79.89159098632103
322,2024-01-07 00:00:00,4,9,2.0,5.711411143461788,11.422822286923576
323,2024-01-07 00:00:00,4,14,4.0,42.3411023350603,169.3644093402412
324,2024-01-07 00:00:00,4,11,3.0,7.894917528595222,23.684752585785667
325,2024-01-07 00:00:00,4,5,1.0,9.944984497629909,9.944984497629909
326,2024-01-07 00:00:00,4,4,2.0,42.19955787211962,84.39911574423924
327,2024-01-07 00:00:00,4,1,3.0,16.949324674190777,50.84797402257233
328,2024-01-07 00:00:00,4,19,4.0,31.178930902124417,124.71572360849767
329,2024-01-07 00:00:00,5,9,2.0,40.53696553270455,81.0739310654091
330,2024-01-07 00:00:00,5,9,3.0,21.112097292365277,63.33629187709583
331,2024-01-07 00:00:00,5,11,2.0,18.62460772956614,37.24921545913228
332,2024-01-07 00:00:00,5,18,3.0,37.400059909267924,112.20017972780377
333,2024-01-07 00:00:00,5,9999,4.0,12.781031501119134,51.12412600447654
334,2024-01-07 00:00:00,5,12,3.0,8.761136978230393,26.28341093469118
335,2024-01-07 00:00:00,5,7,4.0,22.108421576218298,88.43368630487319
336,2024-01-07 00:00:00,5,1,1.0,39.46379396221221,39.46379396221221
337,2024-01-07 00:00:00,5,11,2.0,12.564666275892659,25.129332551785318
338,2024-01-07 00:00:00,5,18,1.0,26.728336755527003,26.728336755527003
339,2024-01-07 00:00:00,5,17,4.0,24.031471424816626,96.1258856992665
340,2024-01-07 00:00:00,5,20,2.0,43.31033685875523,86.62067371751046
341,2024-01-07 00:00:00,5,8,1.0,16.380603764790898,16.380603764790898
342,2024-01-08 00:00:00,1,19,3.0,40.38953705956493,121.16861117869479
343,2024-01-08 00:00:00,1,17,1.0,20.130845477128126,20.130845477128126
344,2024-01-08 00:00:00,1,16,4.0,30.197773003235568,120.79109201294227
345,2024-01-08 00:00:00,1,1,2.0,36.27484158991176,72.54968317982352
346,2024-01-08 00:00:00,1,18,2.0,27.65388278034785,55.3077655606957
347,2024-01-08 00:00:00,1,17,2.0,25.85657354341995,51.7131470868399
348,2024-01-08 00:00:00,1,19,3.0,6.943111007903145,20.829333023709435
349,2024-01-08 00:00:00,1,8,1.0,5.624161462586683,5.624161462586683
350,2024-01-08 00:00:00,1,3,4.0,15.070489026574373,60.28195610629749
351,2024-01-08 00:00:00,1,19,2.0,27.275766399646102,54.551532799292204
352,2024-01-08 00:00:00,1,1,3.0,48.988708909566135,146.9661267286984
353,2024-01-08 00:00:00,2,7,1.0,,21.583255777512548
354,2024-01-08 00:00:00,2,3,4.0,11.413428785285735,45.65371514114294
355,2024-01-08 00:00:00,2,8,2.0,18.285019803017164,36.57003960603433
356,2024-01-08 00:00:00,2,5,3.0,44.598103160648144,133.79430948194442
357,2024-01-08 00:00:00,2,15,4.0,6.773186852448568,27.09274740979427
358,2024-01-08 00:00:00,2,14,4.0,43.073430469101716,172.29372187640686
359,2024-01-08 00:00:00,3,20,1.0,8.771928741330251,8.771928741330251
360,2024-01-08 00:00:00,3,14,3.0,17.551522933126382,52.65456879937915
