receipt_id,line_number,sale_datetime,store_id,store_name,store_address,store_city,store_state,store_zip,cashier_name,tender_type,customer_segment,product_upc,product_name,brand,department_name,category_name,size,unit,vendor_name,vendor_phone,pack_size,regular_price,unit_cost,quantity,promo_type,promo_id,unit_price_effective,line_subtotal,tax_amount,weekend_flag
101-20240101-0004,3,01/01/2024 10:26,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,433218196001,Rainshadow Produce Apples,Rainshadow Produce,Produce,Apples,1 lb,lb,Evergreen Organics,206-555-0110,1,3.11,2.31,2,PCT_OFF,PR0016001,2.18,4.36,0.0,False
101-20240101-0004,4,01/01/2024 10:26,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,098393010310,Cascadia Creamery Greek Yogurt,Cascadia Creamery,Dairy,Greek Yogurt,1 qt,qt,Bulk Barn West,206-555-0115,1,4.45,3.19,2,,,4.45,8.9,0.0,False
101-20240101-0005,1,01/01/2024 08:53,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Non-Member,987769453147,Sack & Barrel Coffee Beans,Sack & Barrel,Bulk,Coffee Beans,2 lb,lb,Sunrise Wellness,206-555-0114,1,4.1,2.9,2,,,4.1,8.2,0.0,False
101-20240101-0006,1,01/01/2024 08:19,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Sam,SNAP,Member,059826204505,Grain & Glow Blueberry Muffins,Grain & Glow,Bakery,Blueberry Muffins,6 ct,ct,Frontier Foods Wholesale,206-555-0118,1,5.5,3.45,1,,,5.5,5.5,0.0,False
101-20240101-0007,1,01/01/2024 16:31,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Jordan,Cash,Member,386379402654,Evergreen Farms Bananas,Evergreen Farms,Produce,Bananas,1 lb,lb,Frontier Foods Wholesale,206-555-0118,1,5.33,3.68,1,,,5.33,5.33,0.0,False
101-20240101-0007,2,01/01/2024 16:31,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Jordan,Cash,Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,1,,,15.66,15.66,0.0,False
101-20240101-0008,1,01/01/2024 10:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Cash,Member,541458685014,Sun Valley Black Beans,Sun Valley,Grocery,Black Beans,32 oz,oz,Ocean Crest Seafood,206-555-0116,1,12.35,9.12,1,,,12.35,12.35,0.0,False
101-20240101-0008,2,01/01/2024 10:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Cash,Member,369957773872,Frontier Foods Peanut Butter,Frontier Foods,Grocery,Peanut Butter,48 oz,oz,Sunrise Wellness,206-555-0114,6,16.74,10.94,2,,,16.74,33.48,0.0,False
101-20240101-0008,3,01/01/2024 10:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Cash,Member,216073375433,Sun Valley Basmati Rice,Sun Valley,Grocery,Basmati Rice,32 oz,oz,Sunrise Wellness,206-555-0114,1,18.84,13.83,1,,,18.84,18.84,0.0,False
101-20240101-0008,4,01/01/2024 10:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Cash,Member,161559407816,Evergreen Farms Kale,Evergreen Farms,Produce,Kale,3 lb,lb,Pacific Produce Co.,206-555-0111,1,1.76,1.1,1,,,1.76,1.76,0.0,False
101-20240101-0009,1,01/01/2024 11:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Morgan,Credit,Non-Member,906594013990,Ocean Crest Ground Beef,Ocean Crest,Meat/Seafood,Ground Beef,1.5 lb,lb,Pacific Produce Co.,206-555-0111,6,17.66,12.9,1,,,17.66,17.66,0.0,False
101-20240101-0010,1,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,534192832764,North Fork Organics Carrots,North Fork Organics,Produce,Carrots,2 lb,lb,Bulk Barn West,206-555-0115,6,4.52,3.19,1,,,4.52,4.52,0.0,False
101-20240101-0010,2,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,455812236231,Sun Valley Chickpeas,Sun Valley,Grocery,Chickpeas,48 oz,oz,Blue Sky Bakery,206-555-0113,2,1.09,0.79,2,,,1.09,2.18,0.0,False
101-20240101-0010,3,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,2,,,15.66,31.32,0.0,False
101-20240101-0010,4,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,916998543534,EverFresh Sour Cream,EverFresh,Dairy,Sour Cream,16 oz,oz,Evergreen Organics,206-555-0110,2,5.94,3.96,1,,,5.94,5.94,0.0,False
101-20240101-0010,5,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,278742967175,Ocean Crest Pork Chops,Ocean Crest,Meat/Seafood,Pork Chops,2 lb,lb,Evergreen Organics,206-555-0110,2,21.06,13.23,1,,,21.06,21.06,0.0,False
101-20240101-0010,6,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,831727889579,Sun Valley Tortillas,Sun Valley,Grocery,Tortillas,12 oz,oz,Evergreen Organics,206-555-0110,6,2.41,1.8,1,LOYALTY_PCT,PR0019579,1.69,1.69,0.0,False
101-20240101-0010,7,01/01/2024 17:00,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Casey,Credit,Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,2,,,15.66,31.32,0.0,False
101-20240101-0011,1,01/01/2024 20:15,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Sam,Credit,Member,916998543534,EverFresh Sour Cream,EverFresh,Dairy,Sour Cream,16 oz,oz,Evergreen Organics,206-555-0110,2,5.94,3.96,1,,,5.94,5.94,0.0,False
101-20240101-0011,2,01/01/2024 20:15,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Sam,Credit,Member,310033092327,WellNorth Fish Oil,WellNorth,Wellness,Fish Oil,60 ct,ct,Bulk Barn West,206-555-0115,6,17.24,10.51,1,,,17.24,17.24,1.74,False
101-20240101-0011,3,01/01/2024 20:15,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Sam,Credit,Member,845146270482,Rainshadow Produce Strawberries,Rainshadow Produce,Produce,Strawberries,1 lb,lb,Pacific Produce Co.,206-555-0111,4,2.68,1.82,1,,,2.68,2.68,0.0,False
101-20240101-0011,4,01/01/2024 20:15,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Sam,Credit,Member,208121913619,Skyline Dairy Cream,Skyline Dairy,Dairy,Cream,16 oz,oz,Frontier Foods Wholesale,206-555-0118,1,3.47,2.13,1,,,3.47,3.47,0.0,False
101-20240101-0012,1,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,653755646417,Sunrise Labs Electrolyte Powder,Sunrise Labs,Wellness,Electrolyte Powder,60 ct,ct,Sunrise Wellness,206-555-0114,1,35.34,24.51,1,,,35.34,35.34,3.57,False
101-20240101-0012,2,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,423884969653,Rainshadow Produce Avocados,Rainshadow Produce,Produce,Avocados,Each,each,Cascadia Dairy,206-555-0112,1,5.95,3.76,1,,,5.95,5.95,0.0,False
101-20240101-0012,3,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,012269166978,Rainshadow Produce Blueberries,Rainshadow Produce,Produce,Blueberries,Each,each,Pacific Produce Co.,206-555-0111,1,1.92,1.2,1,PCT_OFF,PR0016978,1.63,1.63,0.0,False
101-20240101-0012,4,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,369957773872,Frontier Foods Peanut Butter,Frontier Foods,Grocery,Peanut Butter,48 oz,oz,Sunrise Wellness,206-555-0114,6,16.74,10.94,1,,,16.74,16.74,0.0,False
101-20240101-0012,5,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,931034131647,Rainshadow Produce Spinach,Rainshadow Produce,Produce,Spinach,3 lb,lb,Bulk Barn West,206-555-0115,6,1.15,0.84,1,LOYALTY_PCT,PR0011647,1.09,1.09,0.0,False
101-20240101-0012,6,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,963834657871,Cascadia Creamery Whole Milk,Cascadia Creamery,Dairy,Whole Milk,1 gal,gal,Frontier Foods Wholesale,206-555-0118,1,3.39,2.22,1,,,3.39,3.39,0.0,False
101-20240101-0012,7,01/01/2024 18:13,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,Quinn,Credit,Member,386379402654,Evergreen Farms Bananas,Evergreen Farms,Produce,Bananas,1 lb,lb,Frontier Foods Wholesale,206-555-0118,1,5.33,3.68,3,,,5.33,15.99,0.0,False
102-20240101-0001,1,01/01/2024 15:02,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Morgan,Credit,Member,455812236231,Sun Valley Chickpeas,Sun Valley,Grocery,Chickpeas,48 oz,oz,Blue Sky Bakery,206-555-0113,2,1.09,0.79,1,,,1.09,1.09,0.0,False
102-20240101-0001,2,01/01/2024 15:02,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Morgan,Credit,Member,773602606474,Cascadia Creamery Almond Milk,Cascadia Creamery,Dairy,Almond Milk,1/2 gal,gal,Ocean Crest Seafood,206-555-0116,2,1.91,1.42,1,,,1.91,1.91,0.0,False
102-20240101-0001,3,01/01/2024 15:02,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Morgan,Credit,Member,677496499091,Daily Deli Potato Salad,Daily Deli,Deli,Potato Salad,16 oz,oz,Frontier Foods Wholesale,206-555-0118,1,9.74,6.95,1,,,9.74,9.74,0.0,False
102-20240101-0001,4,01/01/2024 15:02,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Morgan,Credit,Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,2,,,15.66,31.32,0.0,False
102-20240101-0002,1,01/01/2024 10:41,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Casey,Credit,Non-Member,098393010310,Cascadia Creamery Greek Yogurt,Cascadia Creamery,Dairy,Greek Yogurt,1 qt,qt,Bulk Barn West,206-555-0115,1,4.45,3.19,2,,,4.45,8.9,0.0,False
102-20240101-0002,2,01/01/2024 10:41,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Casey,Credit,Non-Member,433218196001,Rainshadow Produce Apples,Rainshadow Produce,Produce,Apples,1 lb,lb,Evergreen Organics,206-555-0110,1,3.11,2.31,2,PCT_OFF,PR0016001,2.18,4.36,0.0,False
102-20240101-0002,3,01/01/2024 10:41,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Casey,Credit,Non-Member,059826204505,Grain & Glow Blueberry Muffins,Grain & Glow,Bakery,Blueberry Muffins,6 ct,ct,Frontier Foods Wholesale,206-555-0118,1,5.5,3.45,1,,,5.5,5.5,0.0,False
102-20240101-0002,4,01/01/2024 10:41,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Casey,Credit,Non-Member,773602606474,Cascadia Creamery Almond Milk,Cascadia Creamery,Dairy,Almond Milk,1/2 gal,gal,Ocean Crest Seafood,206-555-0116,2,1.91,1.42,2,,,1.91,3.82,0.0,False
102-20240101-0002,5,01/01/2024 10:41,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Casey,Credit,Non-Member,030564139537,Rainshadow Produce Potatoes,Rainshadow Produce,Produce,Potatoes,2 lb,lb,Bulk Barn West,206-555-0115,2,0.92,0.69,1,,,0.92,0.92,0.0,False
102-20240101-0003,1,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,586923226025,Sun Valley Rolled Oats,Sun Valley,Grocery,Rolled Oats,32 oz,oz,Pacific Produce Co.,206-555-0111,2,19.41,13.9,1,PCT_OFF,PR0016025,14.56,14.56,0.0,False
102-20240101-0003,2,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,433218196001,Rainshadow Produce Apples,Rainshadow Produce,Produce,Apples,1 lb,lb,Evergreen Organics,206-555-0110,1,3.11,2.31,1,PCT_OFF,PR0016001,2.18,2.18,0.0,False
102-20240101-0003,3,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,433218196001,Rainshadow Produce Apples,Rainshadow Produce,Produce,Apples,1 lb,lb,Evergreen Organics,206-555-0110,1,3.11,2.31,1,PCT_OFF,PR0016001,2.18,2.18,0.0,False
102-20240101-0003,4,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,586923226025,Sun Valley Rolled Oats,Sun Valley,Grocery,Rolled Oats,32 oz,oz,Pacific Produce Co.,206-555-0111,2,19.41,13.9,1,PCT_OFF,PR0016025,14.56,14.56,0.0,False
102-20240101-0003,5,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,932528809570,Evergreen Farms Broccoli,Evergreen Farms,Produce,Broccoli,3 lb,lb,Frontier Foods Wholesale,206-555-0118,1,3.47,2.23,1,,,3.47,3.47,0.0,False
102-20240101-0003,6,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,2,,,15.66,31.32,0.0,False
102-20240101-0003,7,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Credit,Non-Member,161559407816,Evergreen Farms Kale,Evergreen Farms,Produce,Kale,3 lb,lb,Pacific Produce Co.,206-555-0111,1,1.76,1.1,3,,,1.76,5.28,0.0,False
102-20240101-0004,1,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,455812236231,Sun Valley Chickpeas,Sun Valley,Grocery,Chickpeas,48 oz,oz,Blue Sky Bakery,206-555-0113,2,1.09,0.79,2,,,1.09,2.18,0.0,False
102-20240101-0004,2,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,369957773872,Frontier Foods Peanut Butter,Frontier Foods,Grocery,Peanut Butter,48 oz,oz,Sunrise Wellness,206-555-0114,6,16.74,10.94,1,,,16.74,16.74,0.0,False
102-20240101-0004,3,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,030564139537,Rainshadow Produce Potatoes,Rainshadow Produce,Produce,Potatoes,2 lb,lb,Bulk Barn West,206-555-0115,2,0.92,0.69,2,,,0.92,1.84,0.0,False
102-20240101-0004,4,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,936763201632,Frontier Foods Cereal,Frontier Foods,Grocery,Cereal,12 oz,oz,Ocean Crest Seafood,206-555-0116,6,3.67,2.64,1,,,3.67,3.67,0.0,False
102-20240101-0004,5,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,098393010310,Cascadia Creamery Greek Yogurt,Cascadia Creamery,Dairy,Greek Yogurt,1 qt,qt,Bulk Barn West,206-555-0115,1,4.45,3.19,1,,,4.45,4.45,0.0,False
102-20240101-0004,6,01/01/2024 16:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Riley,Credit,Member,845146270482,Rainshadow Produce Strawberries,Rainshadow Produce,Produce,Strawberries,1 lb,lb,Pacific Produce Co.,206-555-0111,4,2.68,1.82,1,,,2.68,2.68,0.0,False
102-20240101-0005,1,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,369957773872,Frontier Foods Peanut Butter,Frontier Foods,Grocery,Peanut Butter,48 oz,oz,Sunrise Wellness,206-555-0114,6,16.74,10.94,1,,,16.74,16.74,0.0,False
102-20240101-0005,2,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,931034131647,Rainshadow Produce Spinach,Rainshadow Produce,Produce,Spinach,3 lb,lb,Bulk Barn West,206-555-0115,6,1.15,0.84,1,,,1.15,1.15,0.0,False
102-20240101-0005,3,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,951343320037,Frontier Foods Honey,Frontier Foods,Grocery,Honey,48 oz,oz,Frontier Foods Wholesale,206-555-0118,4,6.33,4.31,2,,,6.33,12.66,0.0,False
102-20240101-0005,4,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,931034131647,Rainshadow Produce Spinach,Rainshadow Produce,Produce,Spinach,3 lb,lb,Bulk Barn West,206-555-0115,6,1.15,0.84,1,,,1.15,1.15,0.0,False
102-20240101-0005,5,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,831727889579,Sun Valley Tortillas,Sun Valley,Grocery,Tortillas,12 oz,oz,Evergreen Organics,206-555-0110,6,2.41,1.8,1,,,2.41,2.41,0.0,False
102-20240101-0005,6,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,932528809570,Evergreen Farms Broccoli,Evergreen Farms,Produce,Broccoli,3 lb,lb,Frontier Foods Wholesale,206-555-0118,1,3.47,2.23,2,,,3.47,6.94,0.0,False
102-20240101-0005,7,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,951343320037,Frontier Foods Honey,Frontier Foods,Grocery,Honey,48 oz,oz,Frontier Foods Wholesale,206-555-0118,4,6.33,4.31,1,,,6.33,6.33,0.0,False
102-20240101-0005,8,01/01/2024 21:14,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Cash,Non-Member,190229413186,Greenway Kitchen Tomato Soup,Greenway Kitchen,Deli,Tomato Soup,Each,each,Meadow Meats,206-555-0117,4,16.7,10.64,3,,,16.7,50.1,0.0,False
102-20240101-0006,1,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Cash,Non-Member,123281206797,Daily Deli Pasta Salad,Daily Deli,Deli,Pasta Salad,16 oz,oz,Sunrise Wellness,206-555-0114,1,7.19,4.4,2,,,7.19,14.38,0.0,False
102-20240101-0006,2,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Cash,Non-Member,473829973763,Cascadia Creamery Butter Unsalted,Cascadia Creamery,Dairy,Butter Unsalted,16 oz,oz,Blue Sky Bakery,206-555-0113,1,2.79,1.89,1,,,2.79,2.79,0.0,False
102-20240101-0006,3,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Cash,Non-Member,369957773872,Frontier Foods Peanut Butter,Frontier Foods,Grocery,Peanut Butter,48 oz,oz,Sunrise Wellness,206-555-0114,6,16.74,10.94,1,,,16.74,16.74,0.0,False
102-20240101-0006,4,01/01/2024 11:59,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Sam,Cash,Non-Member,883561595148,Frontier Foods Olive Oil,Frontier Foods,Grocery,Olive Oil,12 oz,oz,Evergreen Organics,206-555-0110,1,1.85,1.2,1,,,1.85,1.85,0.0,False
102-20240101-0007,1,01/01/2024 16:56,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Quinn,Credit,Non-Member,824493534874,Stone Hearth Croissant,Stone Hearth,Bakery,Croissant,Each,each,Pacific Produce Co.,206-555-0111,1,3.28,2.29,1,,,3.28,3.28,0.0,False
102-20240101-0007,2,01/01/2024 16:56,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Quinn,Credit,Non-Member,190229413186,Greenway Kitchen Tomato Soup,Greenway Kitchen,Deli,Tomato Soup,Each,each,Meadow Meats,206-555-0117,4,16.7,10.64,1,,,16.7,16.7,0.0,False
102-20240101-0008,1,01/01/2024 17:55,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Credit,Member,455812236231,Sun Valley Chickpeas,Sun Valley,Grocery,Chickpeas,48 oz,oz,Blue Sky Bakery,206-555-0113,2,1.09,0.79,1,,,1.09,1.09,0.0,False
102-20240101-0008,2,01/01/2024 17:55,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Credit,Member,030564139537,Rainshadow Produce Potatoes,Rainshadow Produce,Produce,Potatoes,2 lb,lb,Bulk Barn West,206-555-0115,2,0.92,0.69,1,,,0.92,0.92,0.0,False
102-20240101-0008,3,01/01/2024 17:55,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Credit,Member,196556981693,Sun Valley Spaghetti,Sun Valley,Grocery,Spaghetti,48 oz,oz,Evergreen Organics,206-555-0110,1,2.67,1.68,1,,,2.67,2.67,0.0,False
102-20240101-0008,4,01/01/2024 17:55,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,Jordan,Credit,Member,727743487347,Sun Valley Quinoa,Sun Valley,Grocery,Quinoa,12 oz,oz,Frontier Foods Wholesale,206-555-0118,1,15.66,9.86,1,,,15.66,15.66,0.0,False
