snapshot_date,store_id,store_name,store_address,store_city,store_state,store_zip,product_upc,product_name,department_name,on_hand_qty,unit_cost,inventory_cost_value
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,208121913619,Skyline Dairy Cream,Dairy,11,2.13,23.43
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,916998543534,EverFresh Sour Cream,Dairy,49,3.96,194.04
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,510799118384,Blue Sky Bakery Sourdough Loaf,Bakery,51,1.5,76.5
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,542784980841,Stone Hearth Whole Wheat Bread,Bakery,99,1.14,112.86
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,824493534874,Stone Hearth Croissant,Bakery,46,2.29,105.34
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,005242786801,Blue Sky Bakery Bagels,Bakery,56,2.5,140.0
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,059826204505,Grain & Glow Blueberry Muffins,Bakery,49,3.45,169.05
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,586923226025,Sun Valley Rolled Oats,Grocery,26,13.9,361.4
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,216073375433,Sun Valley Basmati Rice,Grocery,72,13.83,995.76
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,541458685014,Sun Valley Black Beans,Grocery,65,9.12,592.8
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,196556981693,Sun Valley Spaghetti,Grocery,65,1.68,109.2
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,883561595148,Frontier Foods Olive Oil,Grocery,31,1.2,37.2
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,648236629946,Sun Valley Tomato Sauce,Grocery,78,5.36,418.08
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,369957773872,Frontier Foods Peanut Butter,Grocery,21,10.94,229.74
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,951343320037,Frontier Foods Honey,Grocery,61,4.31,262.91
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,936763201632,Frontier Foods Cereal,Grocery,93,2.64,245.52
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,831727889579,Sun Valley Tortillas,Grocery,30,1.8,54.0
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,727743487347,Sun Valley Quinoa,Grocery,38,9.86,374.68
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,455812236231,Sun Valley Chickpeas,Grocery,51,0.79,40.29
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,760366909670,VitaCrest Vitamin D3,Wellness,39,21.29,830.31
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,889373467065,VitaCrest Multivitamin,Wellness,18,19.68,354.24
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,729806990162,WellNorth Probiotic,Wellness,51,11.22,572.22
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,653755646417,Sunrise Labs Electrolyte Powder,Wellness,28,24.51,686.28
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,310033092327,WellNorth Fish Oil,Wellness,59,10.51,620.09
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,452991241904,Sunrise Labs Magnesium,Wellness,31,10.74,332.94
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,319314919058,Sack & Barrel Almonds Raw,Bulk,80,8.58,686.4
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,850671657262,Sack & Barrel Walnuts,Bulk,34,9.71,330.14
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,987769453147,Sack & Barrel Coffee Beans,Bulk,43,2.9,124.7
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,507527354549,Everton Bulk Brown Rice,Bulk,66,8.73,576.18
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,831367837770,Everton Bulk Trail Mix,Bulk,25,8.7,217.5
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,349578856855,Everton Bulk Cashews,Bulk,54,6.34,342.36
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,431351823374,Everton Bulk Pistachios,Bulk,76,1.74,132.24
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,343524082400,Daily Deli Hummus,Deli,17,3.08,52.36
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,109477752047,Hearth & Ladle Roast Chicken,Deli,53,5.67,300.51
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,190229413186,Greenway Kitchen Tomato Soup,Deli,55,10.64,585.2
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,677496499091,Daily Deli Potato Salad,Deli,65,6.95,451.75
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,123281206797,Daily Deli Pasta Salad,Deli,25,4.4,110.0
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,471349361832,Meadow Meats Salmon Fillet,Meat/Seafood,23,6.73,154.79
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,249947174648,Meadow Meats Chicken Breast,Meat/Seafood,60,17.01,1020.6
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,906594013990,Ocean Crest Ground Beef,Meat/Seafood,55,12.9,709.5
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,278742967175,Ocean Crest Pork Chops,Meat/Seafood,55,13.23,727.65
2024-01-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,256746807154,Ocean Crest Shrimp 16-20,Meat/Seafood,56,15.55,870.8
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,433218196001,Rainshadow Produce Apples,Produce,36,2.31,83.16
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,386379402654,Evergreen Farms Bananas,Produce,54,3.68,198.72
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,161559407816,Evergreen Farms Kale,Produce,55,1.1,60.5
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,931034131647,Rainshadow Produce Spinach,Produce,35,0.84,29.4
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,534192832764,North Fork Organics Carrots,Produce,87,3.19,277.53
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,030564139537,Rainshadow Produce Potatoes,Produce,59,0.69,40.71
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,423884969653,Rainshadow Produce Avocados,Produce,26,3.76,97.76
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,012269166978,Rainshadow Produce Blueberries,Produce,63,1.2,75.6
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,845146270482,Rainshadow Produce Strawberries,Produce,30,1.82,54.6
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,932528809570,Evergreen Farms Broccoli,Produce,65,2.23,144.95
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,303911718227,Skyline Dairy Milk 2%,Dairy,73,3.4,248.2
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,963834657871,Cascadia Creamery Whole Milk,Dairy,33,2.22,73.26
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,098393010310,Cascadia Creamery Greek Yogurt,Dairy,69,3.19,220.11
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,473829973763,Cascadia Creamery Butter Unsalted,Dairy,58,1.89,109.62
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,566701065133,Cascadia Creamery Cheddar Cheese,Dairy,66,3.24,213.84
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,624731781080,EverFresh Cottage Cheese,Dairy,87,3.4,295.8
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,773602606474,Cascadia Creamery Almond Milk,Dairy,45,1.42,63.9
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,723430980500,EverFresh Eggs,Dairy,34,5.6,190.4
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,208121913619,Skyline Dairy Cream,Dairy,32,2.13,68.16
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,916998543534,EverFresh Sour Cream,Dairy,33,3.96,130.68
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,510799118384,Blue Sky Bakery Sourdough Loaf,Bakery,48,1.5,72.0
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,542784980841,Stone Hearth Whole Wheat Bread,Bakery,56,1.14,63.84
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,824493534874,Stone Hearth Croissant,Bakery,55,2.29,125.95
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,005242786801,Blue Sky Bakery Bagels,Bakery,66,2.5,165.0
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,059826204505,Grain & Glow Blueberry Muffins,Bakery,50,3.45,172.5
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,586923226025,Sun Valley Rolled Oats,Grocery,79,13.9,1098.1
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,216073375433,Sun Valley Basmati Rice,Grocery,44,13.83,608.52
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,541458685014,Sun Valley Black Beans,Grocery,104,9.12,948.48
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,196556981693,Sun Valley Spaghetti,Grocery,62,1.68,104.16
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,883561595148,Frontier Foods Olive Oil,Grocery,32,1.2,38.4
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,648236629946,Sun Valley Tomato Sauce,Grocery,28,5.36,150.08
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,369957773872,Frontier Foods Peanut Butter,Grocery,59,10.94,645.46
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,951343320037,Frontier Foods Honey,Grocery,45,4.31,193.95
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,936763201632,Frontier Foods Cereal,Grocery,64,2.64,168.96
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,831727889579,Sun Valley Tortillas,Grocery,59,1.8,106.2
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,727743487347,Sun Valley Quinoa,Grocery,48,9.86,473.28
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,455812236231,Sun Valley Chickpeas,Grocery,33,0.79,26.07
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,760366909670,VitaCrest Vitamin D3,Wellness,19,21.29,404.51
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,889373467065,VitaCrest Multivitamin,Wellness,41,19.68,806.88
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,729806990162,WellNorth Probiotic,Wellness,67,11.22,751.74
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,653755646417,Sunrise Labs Electrolyte Powder,Wellness,54,24.51,1323.54
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,310033092327,WellNorth Fish Oil,Wellness,25,10.51,262.75
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,452991241904,Sunrise Labs Magnesium,Wellness,53,10.74,569.22
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,319314919058,Sack & Barrel Almonds Raw,Bulk,57,8.58,489.06
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,850671657262,Sack & Barrel Walnuts,Bulk,32,9.71,310.72
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,987769453147,Sack & Barrel Coffee Beans,Bulk,53,2.9,153.7
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,507527354549,Everton Bulk Brown Rice,Bulk,51,8.73,445.23
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,831367837770,Everton Bulk Trail Mix,Bulk,27,8.7,234.9
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,349578856855,Everton Bulk Cashews,Bulk,57,6.34,361.38
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,431351823374,Everton Bulk Pistachios,Bulk,61,1.74,106.14
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,343524082400,Daily Deli Hummus,Deli,71,3.08,218.68
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,109477752047,Hearth & Ladle Roast Chicken,Deli,71,5.67,402.57
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,190229413186,Greenway Kitchen Tomato Soup,Deli,22,10.64,234.08
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,677496499091,Daily Deli Potato Salad,Deli,31,6.95,215.45
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,123281206797,Daily Deli Pasta Salad,Deli,60,4.4,264.0
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,471349361832,Meadow Meats Salmon Fillet,Meat/Seafood,60,6.73,403.8
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,249947174648,Meadow Meats Chicken Breast,Meat/Seafood,60,17.01,1020.6
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,906594013990,Ocean Crest Ground Beef,Meat/Seafood,127,12.9,1638.3
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,278742967175,Ocean Crest Pork Chops,Meat/Seafood,61,13.23,807.03
2024-01-01,102,Greenway - Westlake,455 Lakeview Blvd,Everton,WA,98112,256746807154,Ocean Crest Shrimp 16-20,Meat/Seafood,72,15.55,1119.6
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,433218196001,Rainshadow Produce Apples,Produce,69,2.31,159.39
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,386379402654,Evergreen Farms Bananas,Produce,63,3.68,231.84
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,161559407816,Evergreen Farms Kale,Produce,43,1.1,47.3
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,931034131647,Rainshadow Produce Spinach,Produce,65,0.84,54.6
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,534192832764,North Fork Organics Carrots,Produce,34,3.19,108.46
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,030564139537,Rainshadow Produce Potatoes,Produce,45,0.69,31.05
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,423884969653,Rainshadow Produce Avocados,Produce,40,3.76,150.4
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,012269166978,Rainshadow Produce Blueberries,Produce,51,1.2,61.2
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,845146270482,Rainshadow Produce Strawberries,Produce,96,1.82,174.72
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,932528809570,Evergreen Farms Broccoli,Produce,12,2.23,26.76
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,303911718227,Skyline Dairy Milk 2%,Dairy,63,3.4,214.2
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,963834657871,Cascadia Creamery Whole Milk,Dairy,17,2.22,37.74
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,098393010310,Cascadia Creamery Greek Yogurt,Dairy,40,3.19,127.6
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,473829973763,Cascadia Creamery Butter Unsalted,Dairy,71,1.89,134.19
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,566701065133,Cascadia Creamery Cheddar Cheese,Dairy,51,3.24,165.24
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,624731781080,EverFresh Cottage Cheese,Dairy,28,3.4,95.2
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,773602606474,Cascadia Creamery Almond Milk,Dairy,35,1.42,49.7
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,723430980500,EverFresh Eggs,Dairy,63,5.6,352.8
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,208121913619,Skyline Dairy Cream,Dairy,35,2.13,74.55
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,916998543534,EverFresh Sour Cream,Dairy,54,3.96,213.84
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,510799118384,Blue Sky Bakery Sourdough Loaf,Bakery,50,1.5,75.0
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,542784980841,Stone Hearth Whole Wheat Bread,Bakery,36,1.14,41.04
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,824493534874,Stone Hearth Croissant,Bakery,92,2.29,210.68
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,005242786801,Blue Sky Bakery Bagels,Bakery,62,2.5,155.0
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,059826204505,Grain & Glow Blueberry Muffins,Bakery,9,3.45,31.05
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,586923226025,Sun Valley Rolled Oats,Grocery,53,13.9,736.7
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,216073375433,Sun Valley Basmati Rice,Grocery,36,13.83,497.88
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,541458685014,Sun Valley Black Beans,Grocery,67,9.12,611.04
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,196556981693,Sun Valley Spaghetti,Grocery,34,1.68,57.12
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,883561595148,Frontier Foods Olive Oil,Grocery,47,1.2,56.4
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,648236629946,Sun Valley Tomato Sauce,Grocery,60,5.36,321.6
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,369957773872,Frontier Foods Peanut Butter,Grocery,67,10.94,732.98
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,951343320037,Frontier Foods Honey,Grocery,25,4.31,107.75
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,936763201632,Frontier Foods Cereal,Grocery,43,2.64,113.52
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,831727889579,Sun Valley Tortillas,Grocery,40,1.8,72.0
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,727743487347,Sun Valley Quinoa,Grocery,36,9.86,354.96
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,455812236231,Sun Valley Chickpeas,Grocery,85,0.79,67.15
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,760366909670,VitaCrest Vitamin D3,Wellness,58,21.29,1234.82
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,889373467065,VitaCrest Multivitamin,Wellness,24,19.68,472.32
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,729806990162,WellNorth Probiotic,Wellness,68,11.22,762.96
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,653755646417,Sunrise Labs Electrolyte Powder,Wellness,92,24.51,2254.92
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,310033092327,WellNorth Fish Oil,Wellness,70,10.51,735.7
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,452991241904,Sunrise Labs Magnesium,Wellness,19,10.74,204.06
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,319314919058,Sack & Barrel Almonds Raw,Bulk,40,8.58,343.2
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,850671657262,Sack & Barrel Walnuts,Bulk,75,9.71,728.25
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,987769453147,Sack & Barrel Coffee Beans,Bulk,35,2.9,101.5
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,507527354549,Everton Bulk Brown Rice,Bulk,58,8.73,506.34
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,831367837770,Everton Bulk Trail Mix,Bulk,65,8.7,565.5
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,349578856855,Everton Bulk Cashews,Bulk,31,6.34,196.54
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,431351823374,Everton Bulk Pistachios,Bulk,48,1.74,83.52
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,343524082400,Daily Deli Hummus,Deli,0,3.08,0.0
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,109477752047,Hearth & Ladle Roast Chicken,Deli,29,5.67,164.43
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,190229413186,Greenway Kitchen Tomato Soup,Deli,44,10.64,468.16
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,677496499091,Daily Deli Potato Salad,Deli,25,6.95,173.75
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,123281206797,Daily Deli Pasta Salad,Deli,82,4.4,360.8
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,471349361832,Meadow Meats Salmon Fillet,Meat/Seafood,21,6.73,141.33
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,249947174648,Meadow Meats Chicken Breast,Meat/Seafood,41,17.01,697.41
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,906594013990,Ocean Crest Ground Beef,Meat/Seafood,52,12.9,670.8
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,278742967175,Ocean Crest Pork Chops,Meat/Seafood,78,13.23,1031.94
2024-01-01,103,Greenway - Riverside,78 River Rd,Everton,WA,98113,256746807154,Ocean Crest Shrimp 16-20,Meat/Seafood,21,15.55,326.55
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,433218196001,Rainshadow Produce Apples,Produce,73,2.31,168.63
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,386379402654,Evergreen Farms Bananas,Produce,50,3.68,184.0
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,161559407816,Evergreen Farms Kale,Produce,30,1.1,33.0
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,931034131647,Rainshadow Produce Spinach,Produce,59,0.84,49.56
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,534192832764,North Fork Organics Carrots,Produce,53,3.19,169.07
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,030564139537,Rainshadow Produce Potatoes,Produce,37,0.69,25.53
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,423884969653,Rainshadow Produce Avocados,Produce,51,3.76,191.76
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,012269166978,Rainshadow Produce Blueberries,Produce,42,1.2,50.4
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,845146270482,Rainshadow Produce Strawberries,Produce,52,1.82,94.64
2024-02-01,101,Greenway - Northside,1201 Maple Ave,Everton,WA,98111,932528809570,Evergreen Farms Broccoli,Produce,63,2.23,140.49
